episode,stage,miss,agari,draw,tenpai,average_value,average_entropy
 6770000,5, 158, 5390, 4452, 0, 0.41504878066679696, 0.013104666285592759
 6780000,5, 105, 5297, 4598, 0, 0.35648052434608724, 0.01506446834105557
 6790000,5, 88, 5229, 4683, 0, 0.31483077283277766, 0.01484044535635754
 6800000,5, 160, 5481, 4359, 0, 0.4228639424737817, 0.014408074226731585
 6810000,5, 200, 5102, 4698, 0, 0.3904704491395766, 0.01429369414308016
 6820000,5, 180, 5244, 4576, 0, 0.3255079795199697, 0.016238827620154064
 6830000,5, 159, 5391, 4450, 0, 0.3759849590017337, 0.021275168900266962
 6840000,5, 122, 5506, 4372, 0, 0.471553911572253, 0.0168867218658083
 6850000,5, 130, 5098, 4772, 0, 0.4333072505159729, 0.01243563862357351
 6860000,5, 152, 5242, 4606, 0, 0.4164132283199295, 0.013425337583039322
 6870000,5, 211, 5103, 4686, 0, 0.39915274538188583, 0.012732053508563454
 6880000,5, 261, 5180, 4559, 0, 0.4675814585109337, 0.011077888997155911
 6890000,5, 96, 5501, 4403, 0, 0.41765946172134305, 0.010788702578668869
 6900000,5, 146, 5583, 4271, 0, 0.41481437174847396, 0.013956606407558097
 6910000,5, 152, 5357, 4491, 0, 0.4000800472012865, 0.014091759201235472
 6920000,5, 100, 5364, 4536, 0, 0.3592310809976065, 0.011465170020130346
 6930000,5, 140, 5504, 4356, 0, 0.4532521240954468, 0.014571425168626506
 6940000,5, 120, 5312, 4568, 0, 0.45017963348934076, 0.012511790729926761
 6950000,5, 125, 5425, 4450, 0, 0.42410539811296577, 0.015907607296340234
 6960000,5, 155, 5273, 4572, 0, 0.3744563578509835, 0.017077458271627696
 6970000,5, 227, 5252, 4521, 0, 0.3540140037689372, 0.011581641863409507
 6980000,5, 108, 5382, 4510, 0, 0.4776267253678538, 0.01231430816308042
 6990000,5, 101, 5558, 4341, 0, 0.3524174137510183, 0.010082233348700348
 7000000,5, 156, 5333, 4511, 0, 0.35036854239422877, 0.016445763267029165
 7010000,5, 175, 5401, 4424, 0, 0.48659612258846335, 0.01092294955485336
 7020000,5, 203, 5377, 4420, 0, 0.39883672095932465, 0.015684647336791556
 7030000,5, 122, 5544, 4334, 0, 0.3898363784850056, 0.013454550935196916
 7040000,5, 86, 5581, 4333, 0, 0.439718480507776, 0.011459626415950344
 7050000,5, 76, 5659, 4265, 0, 0.43829341875573824, 0.012239679060672935
 7060000,5, 154, 5282, 4564, 0, 0.4202324573751964, 0.013723033317906561
 7070000,5, 173, 5310, 4517, 0, 0.43833457187736813, 0.015999332988929405
 7080000,5, 119, 5374, 4507, 0, 0.41219451828329334, 0.010149205416009726
 7090000,5, 101, 5360, 4539, 0, 0.47664846867844657, 0.01580669758143813
 7100000,5, 91, 5542, 4367, 0, 0.40550393144770147, 0.015377677881377129
 7110000,5, 65, 5452, 4483, 0, 0.3868965057006551, 0.011544379492722256
 7120000,5, 78, 5573, 4349, 0, 0.42285477873355076, 0.01531513782260374
 7130000,5, 118, 5358, 4524, 0, 0.42238679647554117, 0.010993591468760281
 7140000,5, 152, 5376, 4472, 0, 0.41686881284740956, 0.013452947642423763
 7150000,5, 80, 5505, 4415, 0, 0.4697708766957854, 0.014528894079813805
 7160000,5, 99, 5613, 4288, 0, 0.39883067814045264, 0.013618646897623179
 7170000,5, 74, 5423, 4503, 0, 0.455968610162684, 0.013493934098430176
 7180000,5, 99, 5327, 4574, 0, 0.4056414747419067, 0.014270410265271392
 7190000,5, 77, 5395, 4528, 0, 0.43224570358468606, 0.015331153475915736
 7200000,5, 112, 5519, 4369, 0, 0.3849739551696221, 0.014223700679056513
 7210000,5, 147, 5330, 4523, 0, 0.4381834224488625, 0.011131243376934582
 7220000,5, 122, 5574, 4304, 0, 0.43433097688925354, 0.01709114535893724
 7230000,5, 112, 5478, 4410, 0, 0.418460904974062, 0.009573295235956878
 7240000,5, 145, 5400, 4455, 0, 0.3769053809363839, 0.01310363414293684
 7250000,5, 68, 5566, 4366, 0, 0.4559388311148356, 0.016307819384469496
 7260000,5, 122, 5611, 4267, 0, 0.40180118231943257, 0.014521031061027485
 7270000,5, 121, 5664, 4215, 0, 0.4151562820199074, 0.014933264053360236
 7280000,5, 177, 5755, 4068, 0, 0.4194811090061898, 0.013856723510227239
 7290000,5, 120, 5417, 4463, 0, 0.3755612273448494, 0.011782990273496635
 7300000,5, 140, 5393, 4467, 0, 0.3848859269481544, 0.014959312709333965
 7310000,5, 108, 5330, 4562, 0, 0.36772646363815004, 0.01731710045425544
 7320000,5, 130, 5482, 4388, 0, 0.4232060034817286, 0.01114031584465517
 7330000,5, 89, 5546, 4365, 0, 0.4844022135797212, 0.011303060110675585
 7340000,5, 132, 5416, 4452, 0, 0.46883914363544105, 0.01657488498943614
 7350000,5, 89, 5351, 4560, 0, 0.4490081693297171, 0.013201067645476605
 7360000,5, 107, 5509, 4384, 0, 0.45879740495884125, 0.015599380734752788
 7370000,5, 110, 5306, 4584, 0, 0.3802023540843364, 0.013478505839749109
 7380000,5, 102, 5596, 4302, 0, 0.39358552356565407, 0.01111704400034296
 7390000,5, 81, 5557, 4362, 0, 0.45386642784650344, 0.01281869818043487
 7400000,5, 135, 5597, 4268, 0, 0.464513029701305, 0.013998194417658637
 7410000,5, 116, 5609, 4275, 0, 0.39860439007083137, 0.01698519763673497
 7420000,5, 121, 5189, 4690, 0, 0.3508827166686598, 0.013754599048479485
 7430000,5, 101, 5184, 4715, 0, 0.4045229121694003, 0.016536077913845097
 7440000,5, 77, 5528, 4395, 0, 0.3813980821195115, 0.013926266983429584
 7450000,5, 123, 5282, 4595, 0, 0.4255139434774834, 0.012241938560593343
 7460000,5, 109, 5507, 4384, 0, 0.43395531077669686, 0.015526390604828088
 7470000,5, 80, 5603, 4317, 0, 0.4368420177494798, 0.011187942015267748
 7480000,5, 79, 5673, 4248, 0, 0.37643679831369714, 0.012596574808174662
 7490000,5, 131, 5283, 4586, 0, 0.4399504587516432, 0.015429442012929057
 7500000,5, 234, 5446, 4320, 0, 0.38701605023551267, 0.014262059329387093
 7510000,5, 138, 5592, 4270, 0, 0.4321284544811905, 0.012559774395745665
 7520000,5, 109, 5477, 4414, 0, 0.4011784382255498, 0.015632840432743437
 7530000,5, 112, 5561, 4327, 0, 0.44888685718204824, 0.008253264040333443
 7540000,5, 62, 5670, 4268, 0, 0.5541088884820992, 0.0131070771613545
 7550000,5, 111, 5511, 4378, 0, 0.42312691244603734, 0.010367180604181363
 7560000,5, 100, 5605, 4295, 0, 0.4732903464572789, 0.014569219685243153
 7570000,5, 87, 5259, 4654, 0, 0.4938510444370575, 0.014012595887474588
 7580000,5, 233, 5318, 4449, 0, 0.3760544140755931, 0.01548333799630591
 7590000,5, 102, 5520, 4378, 0, 0.46791597383839134, 0.012559034587773188
 7600000,5, 71, 5547, 4382, 0, 0.3272529306029272, 0.014412965374054218
 7610000,5, 75, 5409, 4516, 0, 0.4522826653915823, 0.013366920127703354
 7620000,5, 86, 5677, 4237, 0, 0.4411948747417078, 0.01621821914943532
 7630000,5, 128, 5427, 4445, 0, 0.42046467630632767, 0.010608064091805593
 7640000,5, 80, 5625, 4295, 0, 0.42771805666417834, 0.013732840602609816
 7650000,5, 88, 5396, 4516, 0, 0.3671810475371014, 0.012045432622074196
 7660000,5, 73, 5503, 4424, 0, 0.43428372499051343, 0.01703028137717132
 7670000,5, 113, 5316, 4571, 0, 0.41320014155835544, 0.014773472327277761
 7680000,5, 87, 5605, 4308, 0, 0.4755022558033138, 0.010370937195587801
 7690000,5, 105, 5696, 4199, 0, 0.3679700701377003, 0.01120113991986627
 7700000,5, 137, 5504, 4359, 0, 0.5237279984112735, 0.016700876076731846
 7710000,5, 101, 5618, 4281, 0, 0.4080204169334725, 0.0139348283897817
 7720000,5, 128, 5459, 4413, 0, 0.44335915189603087, 0.0105734081590726
 7730000,5, 64, 5577, 4359, 0, 0.44204134478024953, 0.012282660593830035
 7740000,5, 101, 5551, 4348, 0, 0.47432867824283576, 0.011978982352048547
 7750000,5, 78, 5437, 4485, 0, 0.3750493418924943, 0.016172868232160142
 7760000,5, 154, 5402, 4444, 0, 0.4499367741997196, 0.015721354262026456
 7770000,5, 113, 5384, 4503, 0, 0.41199912926908044, 0.015151049394755792
 7780000,5, 109, 5528, 4363, 0, 0.40572894701946083, 0.01213224988891663
 7790000,5, 144, 5504, 4352, 0, 0.469936026707302, 0.01755942803645162
 7800000,5, 92, 5548, 4360, 0, 0.44575870096734505, 0.013084388966496809
 7810000,5, 95, 5483, 4422, 0, 0.42587385585600496, 0.01344672173867485
 7820000,5, 106, 5285, 4609, 0, 0.4307767902850373, 0.01442849117096743
 7830000,5, 110, 5443, 4447, 0, 0.37364192497444454, 0.017047351895670134
 7840000,5, 126, 5632, 4242, 0, 0.42285240150044306, 0.014802945034382967
 7850000,5, 171, 5471, 4358, 0, 0.3661387701777052, 0.018176728199072126
 7860000,5, 127, 5486, 4387, 0, 0.40265793706515474, 0.01334272169933317
 7870000,5, 150, 5455, 4395, 0, 0.471359185423968, 0.012776104856465863
 7880000,5, 114, 5595, 4291, 0, 0.4202097012479054, 0.016996974072592923
 7890000,5, 119, 5598, 4283, 0, 0.3779642587352919, 0.01356997352337484
 7900000,5, 97, 5699, 4204, 0, 0.41370929102797105, 0.01359429432734209
 7910000,5, 108, 5601, 4291, 0, 0.4815118983193611, 0.014099688548331052
 7920000,5, 164, 5627, 4209, 0, 0.40991174347424975, 0.013732535473695694
 7930000,5, 111, 5472, 4417, 0, 0.3794134713248764, 0.015173132330927798
 7940000,5, 70, 5589, 4341, 0, 0.4488656993358052, 0.013441660811877532
 7950000,5, 212, 5086, 4702, 0, 0.4240937455033402, 0.014245781538941987
 7960000,5, 104, 5517, 4379, 0, 0.3990522064643865, 0.011495457507041658
 7970000,5, 90, 5764, 4146, 0, 0.39659633206767586, 0.014095075838527083
 7980000,5, 79, 5588, 4333, 0, 0.37906612623369507, 0.01197731256664104
 7990000,5, 107, 5728, 4165, 0, 0.45605554138796867, 0.016096480969098808
 8000000,5, 83, 5716, 4201, 0, 0.3837992895687931, 0.014325043834112657
 8010000,5, 114, 5706, 4180, 0, 0.4155050351945424, 0.011802929870303298
 8020000,5, 100, 5630, 4270, 0, 0.45057304821268473, 0.010768275384179703
 8030000,5, 120, 5593, 4287, 0, 0.4127955877620837, 0.013720583646654553
 8040000,5, 134, 5650, 4216, 0, 0.42217964411667475, 0.011837879912305378
 8050000,5, 83, 5651, 4266, 0, 0.4215114311276696, 0.011585901982137322
 8060000,5, 137, 5461, 4402, 0, 0.44418198187184554, 0.016133102596136113
 8070000,5, 89, 5619, 4292, 0, 0.38933933193713877, 0.013172103350133007
 8080000,5, 147, 5640, 4213, 0, 0.3816113525311593, 0.01268846313425476
 8090000,5, 128, 5610, 4262, 0, 0.4115718989430777, 0.010360015781025399
 8100000,5, 105, 5556, 4339, 0, 0.46554063524477995, 0.010672444615140423
 8110000,5, 73, 5565, 4362, 0, 0.43077436081509796, 0.017187052403830276
 8120000,5, 86, 5440, 4474, 0, 0.44234424013941553, 0.013115859802855434
 8130000,5, 116, 5643, 4241, 0, 0.38181914141436174, 0.01575110451218017
 8140000,5, 159, 5588, 4253, 0, 0.4884029762609041, 0.01441858741576962
 8150000,5, 172, 5534, 4294, 0, 0.47708262761584797, 0.0168693132256448
 8160000,5, 152, 5410, 4438, 0, 0.3810419321167286, 0.016527857082614002
 8170000,5, 152, 5557, 4291, 0, 0.40295093086539585, 0.012944543626660074
 8180000,5, 112, 5687, 4201, 0, 0.47265592200641615, 0.014123330091642126
 8190000,5, 103, 5636, 4261, 0, 0.48546777618367065, 0.01732599351451129
 8200000,5, 68, 5750, 4182, 0, 0.437244482551884, 0.01490570432219483
 8210000,5, 104, 5523, 4373, 0, 0.43233431634746716, 0.01472254639090879
 8220000,5, 119, 5284, 4597, 0, 0.46205214881866313, 0.0140463577320015
 8230000,5, 100, 5516, 4384, 0, 0.3512452829296527, 0.015295380736846626
 8240000,5, 113, 5476, 4411, 0, 0.42373718598880994, 0.013218459843851841
 8250000,5, 104, 5614, 4282, 0, 0.3951556134919227, 0.012530965795769466
 8260000,5, 131, 5462, 4407, 0, 0.4664199183594224, 0.013474308911665466
 8270000,5, 97, 5268, 4635, 0, 0.41100385915048593, 0.010411781939018018
 8280000,5, 116, 5499, 4385, 0, 0.4701834482470253, 0.013389154031446976
 8290000,5, 203, 5408, 4389, 0, 0.5030108648433269, 0.015240695136501748
 8300000,5, 194, 5277, 4529, 0, 0.36116809540154343, 0.015136568818778173
 8310000,5, 73, 5308, 4619, 0, 0.41898307612321056, 0.014033762519766475
 8320000,5, 101, 5436, 4463, 0, 0.40847549181626797, 0.013979146850960507
 8330000,5, 73, 5718, 4209, 0, 0.4131726010755882, 0.013341083550272831
 8340000,5, 84, 5353, 4563, 0, 0.44604441686943136, 0.014298912062241641
 8350000,5, 110, 5205, 4685, 0, 0.4639277770503814, 0.017179163279988044
 8360000,5, 122, 5447, 4431, 0, 0.4011447289474334, 0.01529974723241663
 8370000,5, 97, 5650, 4253, 0, 0.4628093632446206, 0.013968064646995224
 8380000,5, 132, 5676, 4192, 0, 0.4391029124806535, 0.012696346893667356
 8390000,5, 115, 5610, 4275, 0, 0.4704432528182938, 0.013847728168373817
 8400000,5, 63, 5801, 4136, 0, 0.39003512125528145, 0.010792287968154924
 8410000,5, 115, 5752, 4133, 0, 0.47593588386137287, 0.014047486329188983
 8420000,5, 103, 5588, 4309, 0, 0.4306028853242755, 0.013235286534179914
 8430000,5, 133, 5152, 4715, 0, 0.38760318929528936, 0.013564801307397777
 8440000,5, 178, 5176, 4646, 0, 0.3736280969471097, 0.01697476921538262
 8450000,5, 129, 5428, 4443, 0, 0.5290866745563839, 0.01437847242909611
 8460000,5, 109, 5586, 4305, 0, 0.39508227694179804, 0.011253899077172126
 8470000,5, 101, 5322, 4577, 0, 0.4383597279495954, 0.011614212700639434
 8480000,5, 66, 5687, 4247, 0, 0.48254598224690987, 0.015753086956526618
 8490000,5, 54, 5925, 4021, 0, 0.4711054358629408, 0.01307019018443915
 8500000,5, 118, 5548, 4334, 0, 0.37666182777004154, 0.011120715520885388
 8510000,5, 118, 5381, 4501, 0, 0.4632136691254366, 0.013119546473824345
 8520000,5, 70, 5682, 4248, 0, 0.4449844577768066, 0.009847687199340911
 8530000,5, 81, 5587, 4332, 0, 0.4470741358082485, 0.016200999009636233
 8540000,5, 66, 5615, 4319, 0, 0.4562638051005319, 0.015071489929814892
 8550000,5, 106, 5434, 4460, 0, 0.4333599721704361, 0.011922582007666743
 8560000,5, 117, 5480, 4403, 0, 0.427293706029038, 0.014657798624609322
 8570000,5, 107, 5644, 4249, 0, 0.4092863341308066, 0.015392118583673635
 8580000,5, 87, 5711, 4202, 0, 0.4356999017441436, 0.014330272762611786
 8590000,5, 180, 5385, 4435, 0, 0.37333381052936515, 0.014235285606541878
 8600000,5, 136, 5329, 4535, 0, 0.46525523694932625, 0.011921132321872141
 8610000,5, 97, 5632, 4271, 0, 0.3942024250147491, 0.01124286753575001
 8620000,5, 186, 5459, 4355, 0, 0.4548555718128461, 0.014274864088900344
 8630000,5, 154, 5568, 4278, 0, 0.40447914288710685, 0.014214113045320787
 8640000,5, 90, 5326, 4584, 0, 0.4306776607628098, 0.011972284629958484
 8650000,5, 101, 5631, 4268, 0, 0.4753060087600227, 0.017510834934555183
 8660000,5, 93, 5667, 4240, 0, 0.40873506045156377, 0.013170105512818733
 8670000,5, 67, 5810, 4123, 0, 0.46601151361366827, 0.01415166952967005
 8680000,5, 82, 5783, 4135, 0, 0.46116609165834055, 0.010758253492007453
 8690000,5, 152, 5352, 4496, 0, 0.37899477202132265, 0.010490261341115283
 8700000,5, 104, 5611, 4285, 0, 0.45139002586156896, 0.010990895149630796
 8710000,5, 97, 5705, 4198, 0, 0.40907599714214277, 0.014457314314529839
 8720000,5, 233, 5585, 4182, 0, 0.35285860041794975, 0.012988369939672914
 8730000,5, 106, 5502, 4392, 0, 0.3770565634149809, 0.012721129986798328
 8740000,5, 107, 5382, 4511, 0, 0.41385173786796686, 0.02031292447742885
 8750000,5, 144, 5120, 4736, 0, 0.44109814069502873, 0.011794047104735424
 8760000,5, 80, 5232, 4688, 0, 0.37442088065037127, 0.01276217794555239
 8770000,5, 145, 5290, 4565, 0, 0.3910949455375633, 0.015089919277795193
 8780000,5, 273, 5194, 4533, 0, 0.3456284124680836, 0.013884463097287232
 8790000,5, 138, 5436, 4426, 0, 0.4187693785030733, 0.01453559609844086
 8800000,5, 124, 5493, 4383, 0, 0.47301771097998446, 0.010652433480442335
 8810000,5, 179, 5389, 4432, 0, 0.40631257116844605, 0.016243988834715745
 8820000,5, 86, 5504, 4410, 0, 0.43385860161348355, 0.01029651769837226
 8830000,5, 65, 5386, 4549, 0, 0.3501259976067579, 0.011057923500057404
 8840000,5, 108, 5088, 4804, 0, 0.4026592253666823, 0.013597457828881028
 8850000,5, 92, 5354, 4554, 0, 0.4430922295510027, 0.018348619546257754
 8860000,5, 83, 5569, 4348, 0, 0.44929890581138254, 0.013047158056186546
 8870000,5, 120, 5583, 4297, 0, 0.452238976720336, 0.010088008452515073
 8880000,5, 124, 5492, 4384, 0, 0.4672990281623258, 0.014034795349804657
 8890000,5, 118, 5394, 4488, 0, 0.45397130670487995, 0.015444018933811374
 8900000,5, 132, 5317, 4551, 0, 0.44364608587595594, 0.014986720132646552
 8910000,5, 129, 5421, 4450, 0, 0.42054147794632035, 0.009808236577042988
 8920000,5, 177, 5411, 4412, 0, 0.5378938700873084, 0.014701426973177318
 8930000,5, 70, 5619, 4311, 0, 0.3847275994602747, 0.015688938956169338
 8940000,5, 122, 5697, 4181, 0, 0.4412387920491667, 0.015158528300014055
 8950000,5, 113, 5604, 4283, 0, 0.3970288456158642, 0.009180574601616802
 8960000,5, 72, 5591, 4337, 0, 0.4232543115539816, 0.010139464749369076
 8970000,5, 103, 5704, 4193, 0, 0.3977132278801919, 0.014246112788204925
 8980000,5, 112, 5424, 4464, 0, 0.44969042122888764, 0.009086447155066162
 8990000,5, 168, 5474, 4358, 0, 0.4009336351424727, 0.014300607306332654
 9000000,5, 116, 5550, 4334, 0, 0.4656830597944546, 0.010480347323699913
 9010000,5, 65, 5733, 4202, 0, 0.47937213904111164, 0.014135671415040244
 9020000,5, 98, 5570, 4332, 0, 0.4044076354746644, 0.012467783494952134
 9030000,5, 50, 5326, 4624, 0, 0.4626750709826405, 0.012217354345729035
 9040000,5, 53, 5612, 4335, 0, 0.45729266129493945, 0.01551476067977112
 9050000,5, 107, 5359, 4534, 0, 0.48191669007459653, 0.0117275381483406
 9060000,5, 35, 5718, 4247, 0, 0.42459703742660154, 0.012026677447968509
 9070000,5, 72, 5840, 4088, 0, 0.48491814559966584, 0.013621066423271171
 9080000,5, 88, 5913, 3999, 0, 0.46568934699650893, 0.011108352773129071
 9090000,5, 97, 5900, 4003, 0, 0.4994049055409727, 0.011400038572161023
 9100000,5, 162, 5590, 4248, 0, 0.4248104884005042, 0.01445596514376012
 9110000,5, 104, 5692, 4204, 0, 0.4379749166968195, 0.01365576708498087
 9120000,5, 196, 5406, 4398, 0, 0.45415161453250186, 0.010500316731380728
 9130000,5, 90, 5723, 4187, 0, 0.36452839706083634, 0.013352346000146086
 9140000,5, 117, 5597, 4286, 0, 0.45246363102246323, 0.016335427116586403
 9150000,5, 103, 5511, 4386, 0, 0.41318780395569404, 0.013096576849119081
 9160000,5, 172, 5469, 4359, 0, 0.35670969444278505, 0.013000564469988093
 9170000,5, 118, 5476, 4406, 0, 0.4425234353077382, 0.012585649647974262
 9180000,5, 139, 5579, 4282, 0, 0.487838127713574, 0.015324421172734616
 9190000,5, 108, 5684, 4208, 0, 0.454275894761345, 0.010902113231394261
 9200000,5, 92, 5548, 4360, 0, 0.3996537173375409, 0.010684250297960158
 9210000,5, 158, 5377, 4465, 0, 0.34136082276944374, 0.013962252267544413
 9220000,5, 139, 5326, 4535, 0, 0.4668926385062657, 0.014116390462443371
 9230000,5, 99, 5655, 4246, 0, 0.45675531693669025, 0.010791495494473375
 9240000,5, 63, 5657, 4280, 0, 0.4440221280077672, 0.009499845109330288
 9250000,5, 74, 5859, 4067, 0, 0.46064812100877384, 0.012583081536001904
 9260000,5, 80, 5674, 4246, 0, 0.47951460918642463, 0.009769695584744558
 9270000,5, 68, 5575, 4357, 0, 0.3888800462378929, 0.011296769284830132
 9280000,5, 42, 5810, 4148, 0, 0.3595308034693574, 0.009584774896118673
 9290000,5, 156, 5491, 4353, 0, 0.44906169175153837, 0.011159125196590222
 9300000,5, 94, 5686, 4220, 0, 0.4229596074557502, 0.008357328738593149
 9310000,5, 75, 5484, 4441, 0, 0.4654191771006912, 0.01550194335798954
 9320000,5, 123, 5466, 4411, 0, 0.4483264351732912, 0.00869629884982978
 9330000,5, 66, 5751, 4183, 0, 0.46800201575156464, 0.00926600522398974
 9340000,5, 97, 5706, 4197, 0, 0.47442773268925587, 0.008397420779823006
 9350000,5, 68, 5725, 4207, 0, 0.5023398838267146, 0.01223942235526567
 9360000,5, 85, 5581, 4334, 0, 0.43778051693892894, 0.012591906925840212
 9370000,5, 164, 5532, 4304, 0, 0.40170523780671996, 0.014003498087629001
 9380000,5, 150, 5363, 4487, 0, 0.4712672087970733, 0.013202985605226312
 9390000,5, 115, 5432, 4453, 0, 0.4252468005831894, 0.012899886592653752
 9400000,5, 140, 5378, 4482, 0, 0.40649940874436374, 0.009426975522524758
 9410000,5, 113, 5525, 4362, 0, 0.39179971159672816, 0.009419820227403545
 9420000,5, 136, 5574, 4290, 0, 0.4610773060851676, 0.015893453408943426
 9430000,5, 96, 5740, 4164, 0, 0.48392957905894046, 0.011952230792363558
 9440000,5, 36, 5840, 4124, 0, 0.4664733501400647, 0.014332409793811486
 9450000,5, 152, 5314, 4534, 0, 0.3958372372669552, 0.014694567569998948
 9460000,5, 63, 5609, 4328, 0, 0.45613050513014797, 0.017727433855572777
 9470000,5, 76, 5789, 4135, 0, 0.409358038464233, 0.014403780903660967
 9480000,5, 76, 5612, 4312, 0, 0.44906347435272337, 0.007639276114829355
 9490000,5, 70, 5537, 4393, 0, 0.5079136929788906, 0.01397379711325017
 9500000,5, 136, 5613, 4251, 0, 0.39451186404964605, 0.016168159886370187
 9510000,5, 150, 5426, 4424, 0, 0.4669897212049817, 0.016384368005644925
 9520000,5, 88, 5466, 4446, 0, 0.40672913572906483, 0.01343107405432034
 9530000,5, 151, 5490, 4359, 0, 0.43224168197882684, 0.012888189317034815
 9540000,5, 63, 5771, 4166, 0, 0.460776035875385, 0.012780381008270733
 9550000,5, 81, 5682, 4237, 0, 0.38178277931876287, 0.011700768259551252
 9560000,5, 109, 5575, 4316, 0, 0.46887781963199876, 0.009222628069155078
 9570000,5, 43, 5630, 4327, 0, 0.42695915008280405, 0.009519724731767383
 9580000,5, 80, 5546, 4374, 0, 0.40412857843444633, 0.013132346002767902
 9590000,5, 73, 5504, 4423, 0, 0.49457285624828196, 0.010852834629532723
 9600000,5, 38, 5553, 4409, 0, 0.489922225349378, 0.014011197644758496
 9610000,5, 113, 5635, 4252, 0, 0.46102505853043596, 0.010091224206034985
 9620000,5, 102, 5692, 4206, 0, 0.4239956845180633, 0.009424434760219048
 9630000,5, 102, 5733, 4165, 0, 0.4441537185341204, 0.008419795970583194
 9640000,5, 93, 5588, 4319, 0, 0.4379763386935847, 0.011484255468549823
 9650000,5, 128, 5483, 4389, 0, 0.39086780820865663, 0.01137766173776965
 9660000,5, 53, 5610, 4337, 0, 0.47329019761078295, 0.008606210597812377
 9670000,5, 90, 5619, 4291, 0, 0.4067518289072154, 0.010606464457821041
 9680000,5, 110, 5463, 4427, 0, 0.3620973250572685, 0.015064631583745608
 9690000,5, 85, 5468, 4447, 0, 0.41319163650460006, 0.010236941038877645
 9700000,5, 83, 5525, 4392, 0, 0.4046013796263261, 0.010627011556947879
 9710000,5, 49, 5715, 4236, 0, 0.47983933567589476, 0.009203037959963977
 9720000,5, 119, 5441, 4440, 0, 0.467392435317844, 0.015624631095179949
 9730000,5, 113, 5444, 4443, 0, 0.3814809170753857, 0.016671502933784253
 9740000,5, 47, 5542, 4411, 0, 0.47123866409072, 0.011146905609423795
 9750000,5, 74, 5768, 4158, 0, 0.5037564758766547, 0.010759646741912324
 9760000,5, 99, 5889, 4012, 0, 0.43517954654945223, 0.00960033916098455
 9770000,5, 109, 5740, 4151, 0, 0.4369483773407946, 0.012571920018065492
 9780000,5, 78, 5828, 4094, 0, 0.42220515115816803, 0.008983418275049355
 9790000,5, 63, 5706, 4231, 0, 0.40290092010561884, 0.014759527918898719
 9800000,5, 112, 5710, 4178, 0, 0.4584666138976252, 0.012193304190833207
 9810000,5, 80, 5489, 4431, 0, 0.41788165359189966, 0.012356508642824972
 9820000,5, 62, 5699, 4239, 0, 0.5000784530284832, 0.01302699896899259
 9830000,5, 68, 5760, 4172, 0, 0.4821658419597826, 0.010732955856345245
 9840000,5, 75, 5861, 4064, 0, 0.5139173273523352, 0.011990913626570707
 9850000,5, 60, 5781, 4159, 0, 0.42251384135861353, 0.014043127497855157
 9860000,5, 94, 5716, 4190, 0, 0.4536141691391938, 0.009523712348751073
 9870000,5, 91, 5566, 4343, 0, 0.45403018417466207, 0.01031817289271248
 9880000,5, 112, 5714, 4174, 0, 0.39673079584429843, 0.010822935007524704
 9890000,5, 126, 5620, 4254, 0, 0.500011167194162, 0.009974586658802964
 9900000,5, 201, 5373, 4426, 0, 0.3435428697488028, 0.01585210539797539
 9910000,5, 231, 5303, 4466, 0, 0.45061763469763083, 0.013270784963266188
 9920000,5, 171, 5447, 4382, 0, 0.3456824983392073, 0.01441438536689289
 9930000,5, 91, 5359, 4550, 0, 0.4358462524588743, 0.011424961055762638
 9940000,5, 71, 5557, 4372, 0, 0.44316270581712647, 0.01449072152957317
 9950000,5, 67, 5686, 4247, 0, 0.39673071196879306, 0.010999124773632935
 9960000,5, 93, 5873, 4034, 0, 0.5013811357692618, 0.011161677379920156
 9970000,5, 92, 5793, 4115, 0, 0.45538156371255056, 0.010940798864221037
 9980000,5, 99, 5672, 4229, 0, 0.4974288876801525, 0.012708981728851739
 9990000,5, 134, 5645, 4221, 0, 0.3996110599168664, 0.01257939825480788
 10000000,5, 62, 5700, 4238, 0, 0.4580889805738535, 0.010460613596824188
 10010000,5, 95, 5636, 4269, 0, 0.4111256037081272, 0.012246791234721149
 10020000,5, 121, 5630, 4249, 0, 0.4694986992576739, 0.010432060731494714
 10030000,5, 62, 5787, 4151, 0, 0.3944420958261016, 0.01265432170801742
 10040000,5, 131, 5720, 4149, 0, 0.45546081671397887, 0.013830708643805336
 10050000,5, 92, 5572, 4336, 0, 0.40875783223262047, 0.010859510960081541
 10060000,5, 122, 5436, 4442, 0, 0.4267756458170124, 0.011954609582126493
 10070000,5, 54, 5563, 4383, 0, 0.48797010417168196, 0.008518992398616292
 10080000,5, 58, 5841, 4101, 0, 0.5397819548604805, 0.012062713219346667
 10090000,5, 71, 5655, 4274, 0, 0.4541168921218353, 0.014985306155898525
 10100000,5, 83, 5597, 4320, 0, 0.4416603101588587, 0.011152974741906638
 10110000,5, 111, 5754, 4135, 0, 0.4482796318981678, 0.013840235237559825
 10120000,5, 70, 5665, 4265, 0, 0.473951806906761, 0.015368552847895898
 10130000,5, 55, 5739, 4206, 0, 0.377269927358641, 0.00867040107118826
 10140000,5, 87, 5748, 4165, 0, 0.3904027914487614, 0.010904115407711256
 10150000,5, 93, 5509, 4398, 0, 0.3677979238641837, 0.009106982456658076
 10160000,5, 83, 5437, 4480, 0, 0.4191962031647103, 0.012486042106960474
 10170000,5, 96, 5553, 4351, 0, 0.4684320861270667, 0.01206252031835837
