episode,stage,miss,agari,draw,tenpai,average_value,average_entropy
 3360000,5, 215, 4366, 5419, 0, 0.39363900884959374, 0.021500670720653946
 3370000,5, 177, 4434, 5389, 0, 0.33754826706330454, 0.02200410666527751
 3380000,5, 200, 4248, 5552, 0, 0.3598374096860502, 0.019528957025628006
 3390000,5, 176, 4413, 5411, 0, 0.3517285295803, 0.01958948312225463
 3400000,5, 154, 4436, 5410, 0, 0.30058537931422463, 0.02795495297291589
 3410000,5, 150, 4357, 5493, 0, 0.35401305730959765, 0.022864767531283924
 3420000,5, 213, 4349, 5438, 0, 0.3495189881931876, 0.02039368661693889
 3430000,5, 217, 4231, 5552, 0, 0.36436117280371366, 0.021567991903300884
 3440000,5, 187, 4375, 5438, 0, 0.30286777286620126, 0.026814799844672176
 3450000,5, 272, 4239, 5489, 0, 0.23625904292544797, 0.02622553695381121
 3460000,5, 249, 4215, 5536, 0, 0.26147657611514247, 0.017771188512647338
 3470000,5, 142, 4428, 5430, 0, 0.2971245112012879, 0.02252543163310511
 3480000,5, 218, 4386, 5396, 0, 0.2975875733690196, 0.023295379112511384
 3490000,5, 260, 4393, 5347, 0, 0.3233140446288975, 0.020894704826221393
 3500000,5, 229, 4429, 5342, 0, 0.3642846109115165, 0.019766169100866544
 3510000,5, 126, 4540, 5334, 0, 0.3219792885211612, 0.0248806438093743
 3520000,5, 144, 4592, 5264, 0, 0.31345712075784754, 0.02248760713953942
 3530000,5, 160, 4472, 5368, 0, 0.3300809592195314, 0.017706564924851675
 3540000,5, 131, 4314, 5555, 0, 0.2539333722525609, 0.024500996047679146
 3550000,5, 262, 4146, 5592, 0, 0.24724554013899547, 0.020680172495430176
 3560000,5, 281, 4151, 5568, 0, 0.29558758181127565, 0.022081443997432827
 3570000,5, 196, 4165, 5639, 0, 0.3314800213788218, 0.019145193641224686
 3580000,5, 163, 4313, 5524, 0, 0.34751987789271294, 0.021607396987819365
 3590000,5, 168, 4376, 5456, 0, 0.29414378654623374, 0.023140942152864878
 3600000,5, 268, 4019, 5713, 0, 0.2123759823765149, 0.019703117418950825
 3610000,5, 219, 4395, 5386, 0, 0.28365846147973545, 0.021522615192937362
 3620000,5, 220, 4260, 5520, 0, 0.2916178471748416, 0.01999669230598539
 3630000,5, 251, 4114, 5635, 0, 0.26508510607505603, 0.026015637260676714
 3640000,5, 137, 4327, 5536, 0, 0.29909293819653726, 0.021794787225489786
 3650000,5, 149, 4553, 5298, 0, 0.32566057588510666, 0.020314486163512523
 3660000,5, 161, 4511, 5328, 0, 0.2597460877433558, 0.02169334618133402
 3670000,5, 236, 4486, 5278, 0, 0.3147201711876445, 0.026216544825549564
 3680000,5, 188, 4180, 5632, 0, 0.2180407862274155, 0.020707773394982754
 3690000,5, 199, 4384, 5417, 0, 0.28599954798997007, 0.018392348115332503
 3700000,5, 173, 4177, 5650, 0, 0.34481559990988253, 0.016785949645390125
 3710000,5, 206, 4311, 5483, 0, 0.3188738757957882, 0.02279323807634587
 3720000,5, 210, 4482, 5308, 0, 0.37726906442423985, 0.02111707084551184
 3730000,5, 187, 4371, 5442, 0, 0.26929646196949875, 0.019964452443141077
 3740000,5, 192, 4444, 5364, 0, 0.29917198467640516, 0.02237915351425296
 3750000,5, 136, 4444, 5420, 0, 0.30174461637958777, 0.01937720894341935
 3760000,5, 193, 4459, 5348, 0, 0.2673236080420207, 0.02103473861803918
 3770000,5, 136, 4490, 5374, 0, 0.24269078878569897, 0.016952293996013428
 3780000,5, 239, 4209, 5552, 0, 0.3289049987515283, 0.0187254836056509
 3790000,5, 294, 4246, 5460, 0, 0.26623612611096786, 0.020448851942507645
 3800000,5, 142, 4465, 5393, 0, 0.35915048680618106, 0.02154272996126246
 3810000,5, 155, 4305, 5540, 0, 0.2672632255350805, 0.02147146606111487
 3820000,5, 171, 4523, 5306, 0, 0.3609172266454239, 0.020227045601640816
 3830000,5, 184, 4548, 5268, 0, 0.3278185936858201, 0.017906110273148052
 3840000,5, 262, 4094, 5644, 0, 0.32788595260694847, 0.021542561666730038
 3850000,5, 100, 4465, 5435, 0, 0.3701395986566119, 0.02083700786889881
 3860000,5, 210, 4434, 5356, 0, 0.3318807223571821, 0.01871690653079637
 3870000,5, 168, 4681, 5151, 0, 0.31347703028114765, 0.024610768232838722
 3880000,5, 166, 4683, 5151, 0, 0.3412590023641064, 0.023522444203258736
 3890000,5, 155, 4527, 5318, 0, 0.32908212315660557, 0.016641097884244466
 3900000,5, 210, 4402, 5388, 0, 0.325940074769432, 0.020606312815263438
 3910000,5, 162, 4480, 5358, 0, 0.3815055515539752, 0.01493984315135998
 3920000,5, 197, 4359, 5444, 0, 0.2904847154064452, 0.02171808769693784
 3930000,5, 189, 4133, 5678, 0, 0.2813985685877082, 0.020303412534097256
 3940000,5, 152, 4477, 5371, 0, 0.31171406959081754, 0.021368677497745982
 3950000,5, 187, 4450, 5363, 0, 0.3650731287895314, 0.022227119176522522
 3960000,5, 193, 4654, 5153, 0, 0.34374722966547483, 0.02208897604619205
 3970000,5, 238, 4474, 5288, 0, 0.3594196654909034, 0.01712642737352429
 3980000,5, 145, 4595, 5260, 0, 0.29194710585291445, 0.023576692249490893
 3990000,5, 142, 4643, 5215, 0, 0.4181831638267683, 0.02135272422049248
 4000000,5, 140, 4575, 5285, 0, 0.35295373084504883, 0.018219834074526358
 4010000,5, 177, 4588, 5235, 0, 0.3883567263007823, 0.017449880340193798
 4020000,5, 105, 4609, 5286, 0, 0.30849557985964365, 0.020061348765486195
 4030000,5, 90, 4862, 5048, 0, 0.31280036590227006, 0.018687999810386196
 4040000,5, 174, 4631, 5195, 0, 0.4433987751691903, 0.018099683500833862
 4050000,5, 191, 4658, 5151, 0, 0.2930573037253873, 0.013123512282244272
 4060000,5, 238, 4527, 5235, 0, 0.2677313595747625, 0.02276411091773751
 4070000,5, 136, 4654, 5210, 0, 0.3453768070504104, 0.01832340069575248
 4080000,5, 144, 4564, 5292, 0, 0.3743052008446985, 0.02010695070546116
 4090000,5, 149, 4679, 5172, 0, 0.37034505096265896, 0.022162889867097347
 4100000,5, 256, 4510, 5234, 0, 0.34820218831654526, 0.015689158186921327
 4110000,5, 165, 4577, 5258, 0, 0.3694673248239142, 0.016591589407087607
 4120000,5, 230, 4554, 5216, 0, 0.31497991501516365, 0.021304641098681718
 4130000,5, 160, 4743, 5097, 0, 0.3641724636441284, 0.019871389922665808
 4140000,5, 260, 4426, 5314, 0, 0.2815341377166116, 0.019907622028106937
 4150000,5, 150, 4441, 5409, 0, 0.33585411589506203, 0.015774166726760408
 4160000,5, 114, 4830, 5056, 0, 0.3387197145352034, 0.016084859311986655
 4170000,5, 178, 4626, 5196, 0, 0.35147130662371495, 0.018688456950756598
 4180000,5, 316, 4602, 5082, 0, 0.2734474611160307, 0.02295590101933417
 4190000,5, 226, 4733, 5041, 0, 0.37188112456613753, 0.01851295502187724
 4200000,5, 217, 4607, 5176, 0, 0.3193100893070112, 0.02222056254568359
 4210000,5, 118, 4888, 4994, 0, 0.3984606626080389, 0.01684631667787069
 4220000,5, 190, 4695, 5115, 0, 0.3506716634042719, 0.015675412246537332
 4230000,5, 216, 4717, 5067, 0, 0.356600738120882, 0.02322346307505632
 4240000,5, 158, 4820, 5022, 0, 0.34657981730220555, 0.018432771144845508
 4250000,5, 211, 4754, 5035, 0, 0.3267474810248659, 0.019428052382219955
 4260000,5, 228, 4547, 5225, 0, 0.312069461619687, 0.02293963814430932
 4270000,5, 174, 4618, 5208, 0, 0.33001998307227226, 0.01839820516772632
 4280000,5, 215, 4694, 5091, 0, 0.35237871938734294, 0.017416576412054238
 4290000,5, 186, 4661, 5153, 0, 0.3246479225360945, 0.014574126874700177
 4300000,5, 285, 4751, 4964, 0, 0.31500558091803327, 0.017911173930854098
 4310000,5, 112, 4605, 5283, 0, 0.2626639621298699, 0.016063837595203072
 4320000,5, 147, 4670, 5183, 0, 0.3708660316336766, 0.021130664196382955
 4330000,5, 105, 4791, 5104, 0, 0.380875250268781, 0.015106109786004249
 4340000,5, 98, 4849, 5053, 0, 0.3010053962749871, 0.017479459271472833
 4350000,5, 177, 4701, 5122, 0, 0.31212431743818886, 0.01608682346479411
 4360000,5, 290, 4581, 5129, 0, 0.33727739441724314, 0.01824088510113974
 4370000,5, 167, 4666, 5167, 0, 0.3156341067273719, 0.016933681214870717
 4380000,5, 133, 4727, 5140, 0, 0.3000508161692652, 0.01969657390564771
 4390000,5, 194, 4497, 5309, 0, 0.33065654731138505, 0.0176906515044409
 4400000,5, 163, 4614, 5223, 0, 0.3952219694728909, 0.01691613560677033
 4410000,5, 153, 4897, 4950, 0, 0.3650454666029692, 0.013787697818705268
 4420000,5, 184, 4909, 4907, 0, 0.4081203930866676, 0.015827114868672474
 4430000,5, 135, 4749, 5116, 0, 0.2539658542173312, 0.016618343969562507
 4440000,5, 131, 4782, 5087, 0, 0.3743857235638691, 0.014450531357900583
 4450000,5, 150, 4658, 5192, 0, 0.29592274801145396, 0.021167008270347593
 4460000,5, 150, 4707, 5143, 0, 0.3807076795273083, 0.01857057418219011
 4470000,5, 140, 4962, 4898, 0, 0.438326903049231, 0.019373360469413393
 4480000,5, 163, 5000, 4837, 0, 0.4200974351936399, 0.014734431511160134
 4490000,5, 216, 4670, 5114, 0, 0.3525116246274934, 0.0194988343072458
 4500000,5, 141, 4790, 5069, 0, 0.4257419839570461, 0.018851441897536826
 4510000,5, 226, 4744, 5030, 0, 0.38674465003684344, 0.015582272139382876
 4520000,5, 272, 4772, 4956, 0, 0.3176113498220181, 0.01833602879160204
 4530000,5, 176, 4788, 5036, 0, 0.3484463532303062, 0.019407506416666994
 4540000,5, 155, 5040, 4805, 0, 0.3237199204644854, 0.016383473454279013
 4550000,5, 206, 4822, 4972, 0, 0.3231390554395024, 0.01493197450426604
 4560000,5, 181, 4744, 5075, 0, 0.30799590063613724, 0.01651063132652032
 4570000,5, 136, 4553, 5311, 0, 0.35074395103515105, 0.018129634091458534
 4580000,5, 146, 4689, 5165, 0, 0.3585735725623141, 0.017274287742558507
 4590000,5, 114, 4879, 5007, 0, 0.34726360187579397, 0.01754349568029172
 4600000,5, 133, 4723, 5144, 0, 0.30705135561676977, 0.01540036418369125
 4610000,5, 157, 4777, 5066, 0, 0.36891500206616706, 0.02180688795698396
 4620000,5, 119, 5001, 4880, 0, 0.355287469870684, 0.018415378800817107
 4630000,5, 156, 4882, 4962, 0, 0.4091615494570407, 0.017169529958826583
 4640000,5, 150, 4636, 5214, 0, 0.30879855474439655, 0.015677577357181897
 4650000,5, 132, 4669, 5199, 0, 0.3361455317761029, 0.021734408834994577
 4660000,5, 197, 4842, 4961, 0, 0.3047145451907056, 0.015739804380817998
 4670000,5, 211, 4743, 5046, 0, 0.33426865333989053, 0.016047682729009166
 4680000,5, 201, 4715, 5084, 0, 0.3830904261287682, 0.017267169857298384
 4690000,5, 223, 4539, 5238, 0, 0.34492897450441723, 0.021448524825697653
 4700000,5, 154, 4862, 4984, 0, 0.32471138319247334, 0.015042444544905692
 4710000,5, 225, 4538, 5237, 0, 0.34280874987705073, 0.016383925671524628
 4720000,5, 143, 4863, 4994, 0, 0.3073712377275169, 0.01898761375508954
 4730000,5, 197, 4690, 5113, 0, 0.36799580362878404, 0.017444177829032043
 4740000,5, 208, 4642, 5150, 0, 0.31648476386774405, 0.020351247409871043
 4750000,5, 147, 4857, 4996, 0, 0.3454189186527545, 0.01874855721332383
 4760000,5, 252, 4488, 5260, 0, 0.3474609912249643, 0.01973516404168556
 4770000,5, 112, 4785, 5103, 0, 0.32589338982135496, 0.016854681103752513
 4780000,5, 138, 4945, 4917, 0, 0.3857227463605679, 0.016128577065042084
 4790000,5, 144, 5030, 4826, 0, 0.32723825499998926, 0.012996955271136411
 4800000,5, 168, 4858, 4974, 0, 0.354355026333233, 0.016873941494123836
 4810000,5, 146, 4794, 5060, 0, 0.31594146167605724, 0.02018008711130043
 4820000,5, 226, 4671, 5103, 0, 0.387493708095074, 0.018176225496613598
 4830000,5, 138, 4815, 5047, 0, 0.3289142766995735, 0.019746754588143366
 4840000,5, 147, 4796, 5057, 0, 0.28627188820223787, 0.020853355845009226
 4850000,5, 134, 4638, 5228, 0, 0.3377562421052827, 0.01939163134853959
 4860000,5, 163, 4792, 5045, 0, 0.47374977322844464, 0.0162596015431065
 4870000,5, 142, 4808, 5050, 0, 0.30518563352431627, 0.02014976025923481
 4880000,5, 179, 4750, 5071, 0, 0.370525732131982, 0.016400330125023104
 4890000,5, 142, 4797, 5061, 0, 0.372533615790803, 0.016871019779623988
 4900000,5, 167, 4973, 4860, 0, 0.38644921667137394, 0.014815627234124126
 4910000,5, 113, 4864, 5023, 0, 0.4339264067600312, 0.01350582200796393
 4920000,5, 176, 4711, 5113, 0, 0.41844487542801334, 0.014982617391727822
 4930000,5, 179, 4860, 4961, 0, 0.3149428488187346, 0.015872341232324488
 4940000,5, 224, 4863, 4913, 0, 0.32674203714993866, 0.014153418302836654
 4950000,5, 102, 4821, 5077, 0, 0.28584050361788566, 0.019512849945664365
 4960000,5, 74, 5067, 4859, 0, 0.34884331392970974, 0.015483473035539387
 4970000,5, 113, 5054, 4833, 0, 0.3343317328366072, 0.016380955100469566
 4980000,5, 145, 5087, 4768, 0, 0.30237956863365856, 0.015198514226379637
 4990000,5, 176, 4764, 5060, 0, 0.34997159986680265, 0.018534431178812375
 5000000,5, 216, 4458, 5326, 0, 0.2911926726189755, 0.017892104212551437
 5010000,5, 151, 4707, 5142, 0, 0.37568985532139787, 0.013379668458355642
 5020000,5, 116, 4849, 5035, 0, 0.3652410939144513, 0.01793117053002571
 5030000,5, 190, 4719, 5091, 0, 0.29056720268308656, 0.016099405197493175
 5040000,5, 104, 4628, 5268, 0, 0.37218205216790745, 0.014013596271395376
 5050000,5, 183, 4791, 5026, 0, 0.3542377216790317, 0.013578997518318937
 5060000,5, 168, 4587, 5245, 0, 0.3399426743285216, 0.01695465293882142
 5070000,5, 241, 4620, 5139, 0, 0.2895942840460373, 0.01783384029249008
 5080000,5, 152, 4673, 5175, 0, 0.395182377562676, 0.016491735273858277
 5090000,5, 139, 4751, 5110, 0, 0.35330407170083633, 0.012670313131208264
 5100000,5, 182, 4899, 4919, 0, 0.2923057597874812, 0.014739060019116694
 5110000,5, 199, 4777, 5024, 0, 0.31693357485767204, 0.018751430273726766
 5120000,5, 165, 4797, 5038, 0, 0.3534173050161446, 0.014518381373677043
 5130000,5, 178, 4864, 4958, 0, 0.38162313188296326, 0.016030691669847788
 5140000,5, 143, 4820, 5037, 0, 0.3654390713495975, 0.017727575940800277
 5150000,5, 138, 4767, 5095, 0, 0.3321383438511876, 0.013012123028151985
 5160000,5, 134, 4831, 5035, 0, 0.4255987342029298, 0.01431594047583524
 5170000,5, 161, 4849, 4990, 0, 0.3083525546261487, 0.010068104310351409
 5180000,5, 183, 4797, 5020, 0, 0.34947454151124313, 0.013475143417898195
 5190000,5, 94, 4919, 4987, 0, 0.31184954710615775, 0.0133887801295038
 5200000,5, 78, 4992, 4930, 0, 0.3226180498171893, 0.017022524202824983
 5210000,5, 194, 4843, 4963, 0, 0.3599291797060012, 0.016274310179268024
 5220000,5, 146, 4997, 4857, 0, 0.36127244882376247, 0.012940805533670578
 5230000,5, 159, 5042, 4799, 0, 0.3252914594406036, 0.01656879295981005
 5240000,5, 151, 4765, 5084, 0, 0.3787203103823655, 0.01490381658856002
 5250000,5, 120, 4795, 5085, 0, 0.3616726128820832, 0.015087758096402731
 5260000,5, 212, 4789, 4999, 0, 0.33716070691239386, 0.013477913938813807
 5270000,5, 170, 4654, 5176, 0, 0.37604588084057217, 0.015012892026395256
 5280000,5, 115, 4926, 4959, 0, 0.321732661072795, 0.014125906420685314
 5290000,5, 139, 4869, 4992, 0, 0.30803027710750563, 0.015977163825778837
 5300000,5, 157, 4737, 5106, 0, 0.3488977561633474, 0.012570187516459871
 5310000,5, 119, 5046, 4835, 0, 0.33896952533203906, 0.011701510499746142
 5320000,5, 171, 4982, 4847, 0, 0.40451338067579334, 0.01599298948555157
 5330000,5, 127, 4860, 5013, 0, 0.380854383420624, 0.016807967415289796
 5340000,5, 152, 4974, 4874, 0, 0.3239451737597941, 0.014431166211355645
 5350000,5, 228, 4769, 5003, 0, 0.28503016750584964, 0.016006396163063246
 5360000,5, 405, 4390, 5205, 0, 0.28370289230719936, 0.016675416188535432
 5370000,5, 117, 4904, 4979, 0, 0.3111566317454113, 0.014539730249447158
 5380000,5, 138, 4717, 5145, 0, 0.29830901339730065, 0.017117537305773985
 5390000,5, 162, 4894, 4944, 0, 0.34865263905994365, 0.01413005050395844
 5400000,5, 143, 4674, 5183, 0, 0.32751196460017135, 0.0175052492674363
 5410000,5, 155, 4839, 5006, 0, 0.3272884374032213, 0.017536500874151286
 5420000,5, 242, 4620, 5138, 0, 0.277458834177863, 0.021154109794903442
 5430000,5, 172, 4746, 5082, 0, 0.3767606301086181, 0.016400503450670463
 5440000,5, 161, 4853, 4986, 0, 0.4261999568058743, 0.015439736998621684
 5450000,5, 103, 5067, 4830, 0, 0.3306253866247367, 0.011757934467897682
 5460000,5, 140, 4683, 5177, 0, 0.3438104463271761, 0.013097118211716339
 5470000,5, 120, 4909, 4971, 0, 0.3349196120121654, 0.012582261072358688
 5480000,5, 147, 4807, 5046, 0, 0.29884919782288066, 0.014285402770776964
 5490000,5, 105, 4820, 5075, 0, 0.4078431759755644, 0.01566555483717652
 5500000,5, 107, 4847, 5046, 0, 0.346346023285651, 0.014574420962570644
 5510000,5, 71, 4991, 4938, 0, 0.4301017379194111, 0.016378086123506597
 5520000,5, 133, 4708, 5159, 0, 0.3704276008926298, 0.013155869044422987
 5530000,5, 128, 5006, 4866, 0, 0.41628905884540834, 0.01586777050511926
 5540000,5, 129, 4980, 4891, 0, 0.3409340362413104, 0.01769018705750337
 5550000,5, 184, 4685, 5131, 0, 0.3367608456261648, 0.01567720455206153
 5560000,5, 110, 5005, 4885, 0, 0.4129963497531526, 0.014570283161411207
 5570000,5, 160, 4833, 5007, 0, 0.39354538856892707, 0.017334437154483608
 5580000,5, 160, 4805, 5035, 0, 0.40202753921171186, 0.014558138288806416
 5590000,5, 163, 4840, 4997, 0, 0.3676989490836479, 0.012365717484302005
 5600000,5, 119, 4924, 4957, 0, 0.3572019887774982, 0.015936256948436353
 5610000,5, 152, 4957, 4891, 0, 0.3705109184410919, 0.01748095874921366
 5620000,5, 154, 4977, 4869, 0, 0.35942712970364105, 0.013582221785816499
 5630000,5, 120, 4956, 4924, 0, 0.2441310174174805, 0.014485578436094378
 5640000,5, 143, 4959, 4898, 0, 0.38976929445657765, 0.01342439717035969
 5650000,5, 89, 5103, 4808, 0, 0.3956734707854106, 0.01768518219267556
 5660000,5, 126, 4896, 4978, 0, 0.3757629522402115, 0.01719447411082902
 5670000,5, 208, 4928, 4864, 0, 0.37598528365152817, 0.01517443836696323
 5680000,5, 150, 4701, 5149, 0, 0.40462073227440937, 0.012697512089315612
 5690000,5, 84, 5005, 4911, 0, 0.33553335074498053, 0.01613882702360691
 5700000,5, 128, 4980, 4892, 0, 0.3660891621454166, 0.0145614696251423
 5710000,5, 227, 4692, 5081, 0, 0.322358530638995, 0.016603455414008192
 5720000,5, 98, 4687, 5215, 0, 0.30563063508562643, 0.017593836838937473
 5730000,5, 126, 4871, 5003, 0, 0.3755647803233141, 0.01768548660217586
 5740000,5, 116, 4897, 4987, 0, 0.4106424566207509, 0.013779291993802737
 5750000,5, 77, 5065, 4858, 0, 0.4004069550426017, 0.013667372239197813
 5760000,5, 134, 4813, 5053, 0, 0.36059019135717085, 0.011731422486279957
 5770000,5, 142, 4802, 5056, 0, 0.3038052131202014, 0.015099914828750418
 5780000,5, 115, 4932, 4953, 0, 0.38983346985907336, 0.012938799029697282
 5790000,5, 78, 5122, 4800, 0, 0.39859431368538495, 0.010877397594399103
 5800000,5, 91, 5110, 4799, 0, 0.4346603429918559, 0.015089310529272735
 5810000,5, 115, 5165, 4720, 0, 0.4112429017729494, 0.013215922208960087
 5820000,5, 132, 5148, 4720, 0, 0.381538479307584, 0.017160882471717327
 5830000,5, 157, 4952, 4891, 0, 0.3579016985605765, 0.014170066398073881
 5840000,5, 154, 4863, 4983, 0, 0.38682209508278764, 0.012428075349905181
 5850000,5, 124, 5048, 4828, 0, 0.26748268371154993, 0.013039536497333254
 5860000,5, 112, 4992, 4896, 0, 0.3803491566878573, 0.015376433653173214
 5870000,5, 171, 4936, 4893, 0, 0.39745827152281515, 0.017691634597030197
 5880000,5, 280, 4826, 4894, 0, 0.3353613273467565, 0.014047218377623055
 5890000,5, 142, 4981, 4877, 0, 0.3367955956214406, 0.01694593450510694
 5900000,5, 129, 5004, 4867, 0, 0.350809626301688, 0.016417932004785668
 5910000,5, 176, 4924, 4900, 0, 0.3363455568078663, 0.014964994861369063
 5920000,5, 163, 4735, 5102, 0, 0.29668972923065856, 0.013939102341199335
 5930000,5, 174, 4981, 4845, 0, 0.38466608584282913, 0.016761136177007696
 5940000,5, 133, 4889, 4978, 0, 0.3446093985693712, 0.014900140840096193
 5950000,5, 132, 5030, 4838, 0, 0.44412499538054206, 0.017603493986768953
 5960000,5, 135, 4922, 4943, 0, 0.30307063942277435, 0.014734243620896608
 5970000,5, 115, 4818, 5067, 0, 0.3952171018496049, 0.01575630780513905
 5980000,5, 133, 4900, 4967, 0, 0.3150400529749121, 0.016143842519532027
 5990000,5, 148, 4817, 5035, 0, 0.38024501793129634, 0.01572845838626409
 6000000,5, 126, 5044, 4830, 0, 0.3623243144491039, 0.012989420878388395
 6010000,5, 95, 5114, 4791, 0, 0.4286290730543679, 0.011387442872192031
 6020000,5, 136, 5004, 4860, 0, 0.3429097105446173, 0.01237185633280861
 6030000,5, 136, 4884, 4980, 0, 0.2577135141281701, 0.014432990291634331
 6040000,5, 152, 4803, 5045, 0, 0.3639257810662366, 0.013445242420067104
 6050000,5, 173, 4816, 5011, 0, 0.3317855181163207, 0.013286475534666789
 6060000,5, 99, 5075, 4826, 0, 0.44676612607951877, 0.012652330371176669
 6070000,5, 170, 5098, 4732, 0, 0.26675855903506007, 0.00982399134253852
 6080000,5, 210, 4908, 4882, 0, 0.3595788903383235, 0.01603155255568504
 6090000,5, 225, 4849, 4926, 0, 0.3098664547943563, 0.01273068055404316
 6100000,5, 220, 4898, 4882, 0, 0.3110547424877068, 0.013032435090052487
 6110000,5, 163, 4995, 4842, 0, 0.3374627734110976, 0.01349059604581204
 6120000,5, 95, 5061, 4844, 0, 0.37552728559258947, 0.013818250420674904
 6130000,5, 159, 4948, 4893, 0, 0.3511439460903273, 0.01566517834297506
 6140000,5, 125, 4975, 4900, 0, 0.29622268658765005, 0.009993748660167338
 6150000,5, 101, 5038, 4861, 0, 0.39625722554051673, 0.010559333960821024
 6160000,5, 141, 5026, 4833, 0, 0.3678741690016141, 0.014898445315817013
 6170000,5, 123, 5068, 4809, 0, 0.3617509576565746, 0.016901670899432012
 6180000,5, 150, 5067, 4783, 0, 0.39179748682868176, 0.010820339680816504
 6190000,5, 129, 5008, 4863, 0, 0.34350898634445665, 0.014403117224613833
 6200000,5, 108, 5023, 4869, 0, 0.33779309599485685, 0.013333989484216251
 6210000,5, 139, 4736, 5125, 0, 0.38116203635380064, 0.011116908233321579
 6220000,5, 171, 4668, 5161, 0, 0.404127125645011, 0.01341671101903818
 6230000,5, 108, 5006, 4886, 0, 0.37094029602023415, 0.011747498452548594
 6240000,5, 106, 5084, 4810, 0, 0.3513814982517383, 0.015040560598517383
 6250000,5, 139, 5019, 4842, 0, 0.41672126063268783, 0.012355394718507665
 6260000,5, 64, 5030, 4906, 0, 0.3970722764380196, 0.013586508835918979
 6270000,5, 89, 5058, 4853, 0, 0.41348014915381504, 0.013221455989500721
 6280000,5, 113, 5021, 4866, 0, 0.37792914296802915, 0.014518979764925269
 6290000,5, 95, 4995, 4910, 0, 0.379317863835536, 0.01683580934934345
 6300000,5, 79, 5162, 4759, 0, 0.4708421461786375, 0.009976713787504846
 6310000,5, 107, 5225, 4668, 0, 0.3160488652963697, 0.011785092872216768
 6320000,5, 116, 5042, 4842, 0, 0.3646648440634553, 0.016904671885928632
 6330000,5, 109, 5217, 4674, 0, 0.4328325479985086, 0.011966071539739592
 6340000,5, 202, 4912, 4886, 0, 0.3753041771756276, 0.010351514254216009
 6350000,5, 79, 5068, 4853, 0, 0.3432261848505369, 0.011469792292434887
 6360000,5, 138, 4989, 4873, 0, 0.3971160136648488, 0.014582748923256268
 6370000,5, 117, 5000, 4883, 0, 0.4178166304918321, 0.015341939142629579
 6380000,5, 74, 5027, 4899, 0, 0.3970835192203632, 0.02009177572410904
 6390000,5, 120, 4984, 4896, 0, 0.38972139159024716, 0.011187352819566666
 6400000,5, 83, 5152, 4765, 0, 0.370218983034284, 0.014897664386342747
 6410000,5, 131, 4986, 4883, 0, 0.39684825327676426, 0.009888528606309517
 6420000,5, 201, 4986, 4813, 0, 0.3553519529225148, 0.0160516533205343
 6430000,5, 199, 5034, 4767, 0, 0.3684390986880117, 0.013789648784592557
 6440000,5, 240, 4940, 4820, 0, 0.402550294400236, 0.012445340376444486
 6450000,5, 249, 5062, 4689, 0, 0.358681142044359, 0.02162316683724758
 6460000,5, 319, 4923, 4758, 0, 0.4117290974706223, 0.015181215897189812
 6470000,5, 159, 5373, 4468, 0, 0.37751420799092156, 0.015884762772059295
 6480000,5, 353, 5231, 4416, 0, 0.31084210297360443, 0.0170577141869799
 6490000,5, 251, 5345, 4404, 0, 0.4218348475135435, 0.01694436584471956
 6500000,5, 329, 5248, 4423, 0, 0.38318624323279443, 0.01735202947673255
 6510000,5, 170, 4961, 4869, 0, 0.35033825148854514, 0.014202162772083788
 6520000,5, 151, 5323, 4526, 0, 0.38388667673717236, 0.01731849240148516
 6530000,5, 133, 5379, 4488, 0, 0.41205183674083956, 0.014069639364162268
 6540000,5, 196, 5044, 4760, 0, 0.3911569219917115, 0.01637113144309313
 6550000,5, 97, 5450, 4453, 0, 0.43648755935955147, 0.015205007584006518
 6560000,5, 106, 5431, 4463, 0, 0.4869260614285284, 0.012492153723706906
 6570000,5, 115, 5365, 4520, 0, 0.33110694011346853, 0.01784013736444632
 6580000,5, 289, 4837, 4874, 0, 0.36090146503732096, 0.013552547656860366
 6590000,5, 184, 5199, 4617, 0, 0.4507030638242315, 0.013153605464427025
 6600000,5, 103, 5406, 4491, 0, 0.48589672299759035, 0.012888908866299058
 6610000,5, 72, 5525, 4403, 0, 0.45169814527339874, 0.014097274712342024
 6620000,5, 115, 5361, 4524, 0, 0.46642507437955216, 0.01561949872059085
 6630000,5, 132, 5203, 4665, 0, 0.3086334662124372, 0.012445446413928522
 6640000,5, 150, 5253, 4597, 0, 0.44698579933724164, 0.01798698784446889
 6650000,5, 132, 5469, 4399, 0, 0.450485524565765, 0.01335264809821655
 6660000,5, 189, 5331, 4480, 0, 0.4253258765439786, 0.014348875693138098
 6670000,5, 171, 5257, 4572, 0, 0.3577474620337925, 0.01481560095260259
 6680000,5, 182, 5283, 4535, 0, 0.41703430113058276, 0.017834982550325385
 6690000,5, 299, 4945, 4756, 0, 0.3851705435596532, 0.016313705585234695
 6700000,5, 168, 5236, 4596, 0, 0.414645907509631, 0.014976369026893912
 6710000,5, 168, 5286, 4546, 0, 0.39097910083270837, 0.015802218304769425
 6720000,5, 183, 5540, 4277, 0, 0.40172608024904155, 0.014741504860143025
 6730000,5, 168, 5365, 4467, 0, 0.41804440474891374, 0.014522504657238878
 6740000,5, 158, 5603, 4239, 0, 0.4834368602680279, 0.009789965717766722
 6750000,5, 98, 5498, 4404, 0, 0.42605482701917136, 0.013299443305493878
 6760000,5, 147, 5444, 4409, 0, 0.47433961467338165, 0.012902737835562996
