episode,stage,miss,agari,draw,tenpai,average_value,average_entropy
 780000,0, 10000, 0, 0, 0, 2.465e-321, 3.2966166438711815
 790000,0, 10000, 0, 0, 0, 2.465e-321, 3.287625025523157
 800000,0, 10000, 0, 0, 0, 2.465e-321, 3.28221187003224
 810000,0, 10000, 0, 0, 0, 2.465e-321, 3.2907572805389758
 820000,0, 10000, 0, 0, 0, 2.465e-321, 3.2876054639291223
 830000,0, 10000, 0, 0, 0, 2.465e-321, 3.2894890527493588
 840000,0, 10000, 0, 0, 0, 2.465e-321, 3.299984677965025
 850000,0, 10000, 0, 0, 0, 2.465e-321, 3.296291252832256
 860000,0, 10000, 0, 0, 0, 2.465e-321, 3.2850081757023464
 870000,0, 10000, 0, 0, 0, 2.465e-321, 3.2938838621144315
 880000,0, 10000, 0, 0, 0, 2.465e-321, 3.2888163129970183
 890000,0, 10000, 0, 0, 0, 2.465e-321, 3.2823153111328325
 900000,0, 10000, 0, 0, 0, 2.465e-321, 3.2781052669028443
 910000,0, 10000, 0, 0, 0, 2.465e-321, 3.2729440518321145
 920000,0, 10000, 0, 0, 0, 2.465e-321, 3.268333819375688
 930000,0, 10000, 0, 0, 0, 2.465e-321, 3.262625812606682
 940000,0, 10000, 0, 0, 0, 2.465e-321, 3.265839222930208
 950000,0, 10000, 0, 0, 0, 2.465e-321, 3.2687449648525475
 960000,0, 10000, 0, 0, 0, 2.465e-321, 3.2755710805097333
 970000,0, 10000, 0, 0, 0, 2.465e-321, 3.2732271672446225
 980000,0, 10000, 0, 0, 0, 2.465e-321, 3.269769357595216
 990000,0, 10000, 0, 0, 0, 2.465e-321, 3.263405149685344
 1000000,0, 10000, 0, 0, 0, 2.465e-321, 3.264309934408903
 1010000,0, 10000, 0, 0, 0, 2.465e-321, 3.259545127473479
 1020000,0, 10000, 0, 0, 0, 2.465e-321, 3.254631837595084
 1030000,0, 10000, 0, 0, 0, 2.465e-321, 3.254731349456959
 1040000,0, 10000, 0, 0, 0, 2.465e-321, 3.2468687414849553
 1050000,0, 10000, 0, 0, 0, 2.465e-321, 3.2396210208006915
 1060000,0, 10000, 0, 0, 0, 2.465e-321, 3.243478930746052
 1070000,0, 10000, 0, 0, 0, 2.465e-321, 3.242398146562609
 1080000,0, 10000, 0, 0, 0, 2.465e-321, 3.2356914424660057
 1090000,0, 10000, 0, 0, 0, 2.465e-321, 3.239444571556357
 1100000,0, 10000, 0, 0, 0, 2.465e-321, 3.238031302615962
 1110000,0, 10000, 0, 0, 0, 2.465e-321, 3.2371366565891972
 1120000,0, 10000, 0, 0, 0, 2.465e-321, 3.2360045931550134
 1130000,0, 10000, 0, 0, 0, 2.465e-321, 3.240539661638365
 1140000,0, 10000, 0, 0, 0, 2.465e-321, 3.233315960164672
 1150000,0, 10000, 0, 0, 0, 2.465e-321, 3.244324860411153
 1160000,0, 10000, 0, 0, 0, 2.465e-321, 3.241729953460646
 1170000,0, 10000, 0, 0, 0, 2.465e-321, 3.23371148741368
 1180000,0, 10000, 0, 0, 0, 2.465e-321, 3.2336080405946417
 1190000,0, 10000, 0, 0, 0, 2.465e-321, 3.2386737914678405
 1200000,0, 10000, 0, 0, 0, 2.465e-321, 3.2350128702006784
 1210000,0, 10000, 0, 0, 0, 2.465e-321, 3.225968931176385
 1220000,0, 10000, 0, 0, 0, 2.465e-321, 3.2244144842239035
 1230000,0, 10000, 0, 0, 0, 2.465e-321, 3.2266236181262538
 1240000,0, 10000, 0, 0, 0, 2.465e-321, 3.2222587777837366
 1250000,0, 10000, 0, 0, 0, 2.465e-321, 3.2279714863137214
 1260000,0, 10000, 0, 0, 0, 2.465e-321, 3.2225283865659455
 1270000,0, 10000, 0, 0, 0, 2.465e-321, 3.2251603149752466
 1280000,0, 10000, 0, 0, 0, 2.465e-321, 3.2270017396928106
 1290000,0, 10000, 0, 0, 0, 2.465e-321, 3.209776854626806
 1300000,0, 10000, 0, 0, 0, 2.465e-321, 3.206085675777056
 1310000,0, 10000, 0, 0, 0, 2.465e-321, 3.206661843225283
 1320000,0, 10000, 0, 0, 0, 2.465e-321, 3.221500472425857
 1330000,0, 10000, 0, 0, 0, 2.465e-321, 3.175056990795616
 1340000,0, 10000, 0, 0, 0, 2.465e-321, 3.2351145415427647
 1350000,0, 10000, 0, 0, 0, 2.465e-321, 3.2110242137674248
 1360000,0, 10000, 0, 0, 0, 2.465e-321, 3.1930110404825984
 1370000,0, 10000, 0, 0, 0, 2.465e-321, 3.149950846118727
 1380000,0, 10000, 0, 0, 0, 2.465e-321, 3.1743422025464474
 1390000,0, 10000, 0, 0, 0, 2.465e-321, 3.1529058344240983
 1400000,0, 10000, 0, 0, 0, 2.465e-321, 3.1379732278267807
 1410000,0, 10000, 0, 0, 0, 2.465e-321, 3.148250841468107
 1420000,0, 10000, 0, 0, 0, 2.465e-321, 3.1736171528088835
 1430000,0, 10000, 0, 0, 0, 2.465e-321, 3.1817187359607697
 1440000,0, 10000, 0, 0, 0, 2.465e-321, 3.17895375650594
 1450000,0, 10000, 0, 0, 0, 2.465e-321, 3.1810305261728713
 1460000,0, 10000, 0, 0, 0, 2.465e-321, 3.1944762979042904
 1470000,0, 10000, 0, 0, 0, 2.465e-321, 3.200068158115335
 1480000,0, 10000, 0, 0, 0, 2.465e-321, 3.2065147447441635
 1490000,0, 10000, 0, 0, 0, 2.465e-321, 3.217340933489947
 1500000,0, 10000, 0, 0, 0, 2.465e-321, 3.2226449486178024
 1510000,0, 10000, 0, 0, 0, 2.465e-321, 3.216532195063242
 1520000,0, 10000, 0, 0, 0, 2.465e-321, 3.2051866241488414
 1530000,0, 10000, 0, 0, 0, 2.2203246051605872e-13, 3.210909227309166
 1540000,0, 10000, 0, 0, 0, 4.7212138218661857e-20, 3.2158592333023908
 1550000,0, 10000, 0, 0, 0, 8.07982236892639e-27, 3.2123979297269813
 1560000,0, 10000, 0, 0, 0, 1.593861675998298e-33, 3.2034702949844327
 1570000,0, 10000, 0, 0, 0, 3.4438165977829494e-40, 3.2062376467000706
 1580000,0, 10000, 0, 0, 0, 6.397615327717828e-47, 3.1991749281034982
 1590000,0, 10000, 0, 0, 0, 1.3122388697831966e-53, 3.192145293347243
 1600000,0, 10000, 0, 0, 0, 2.5449251452472514e-60, 3.1959496406367918
 1610000,0, 10000, 0, 0, 0, 5.2566779346707974e-67, 3.1941442089714926
 1620000,0, 10000, 0, 0, 0, 9.159688924807113e-74, 3.1909278182014993
 1630000,0, 10000, 0, 0, 0, 1.8105001426960984e-80, 3.200580498272019
 1640000,0, 10000, 0, 0, 0, 3.196072126666634e-87, 3.18784478591867
 1650000,0, 10000, 0, 0, 0, 6.342674981735752e-94, 3.1389367309827545
 1660000,0, 10000, 0, 0, 0, 1.1794650540139019e-100, 3.181807902084251
 1670000,0, 10000, 0, 0, 0, 1.791951784098222e-107, 3.1608860440886795
 1680000,0, 10000, 0, 0, 0, 3.2175924065800342e-114, 3.1594282321406864
 1690000,0, 10000, 0, 0, 0, 5.53416024722945e-121, 3.1166826006402717
 1700000,0, 10000, 0, 0, 0, 1.1037740387993868e-127, 3.184257336875728
 1710000,0, 10000, 0, 0, 0, 2.284470505758343e-134, 3.190206624475858
 1720000,0, 10000, 0, 0, 0, 4.3863426291788844e-141, 3.1928171989816763
 1730000,0, 10000, 0, 0, 0, 8.263496093510813e-148, 3.1872374123571716
 1740000,0, 10000, 0, 0, 0, 1.5062123738707773e-154, 3.1817669438571166
 1750000,0, 10000, 0, 0, 0, 3.517064884643889e-10, 3.179429176800243
 1760000,0, 10000, 0, 0, 0, 6.665745446215525e-17, 3.1791724967727646
 1770000,0, 10000, 0, 0, 0, 1.379602920117248e-23, 3.174269024586117
 1780000,0, 10000, 0, 0, 0, 2.368131329984743e-30, 3.178427036334991
 1790000,0, 10000, 0, 0, 0, 4.7706696658866925e-37, 3.167825482500624
 1800000,0, 10000, 0, 0, 0, 9.429684983571327e-44, 3.170887414436848
 1810000,0, 10000, 0, 0, 0, 1.602521058968473e-50, 3.154984526703462
 1820000,0, 10000, 0, 0, 0, 1.4243412041407966e-08, 3.151586318879159
 1830000,0, 10000, 0, 0, 0, 2.2772744866559906e-15, 3.1400436340810067
 1840000,0, 10000, 0, 0, 0, 4.255989618324732e-22, 3.157054273211052
 1850000,0, 10000, 0, 0, 0, 6.505023542519014e-29, 3.1595487092910703
 1860000,0, 10000, 0, 0, 0, 1.1833200797159491e-35, 3.15766607972234
 1870000,0, 10000, 0, 0, 0, 1.9750931508709494e-42, 3.158151890647269
 1880000,0, 10000, 0, 0, 0, 3.947162909177516e-49, 3.1594686520473365
 1890000,0, 10000, 0, 0, 0, 7.927843680517693e-56, 3.132469751823288
 1900000,0, 10000, 0, 0, 0, 1.5399275019002484e-07, 3.1223504489161096
 1910000,0, 10000, 0, 0, 0, 2.8550213505403626e-14, 3.1377545821297024
 1920000,0, 10000, 0, 0, 0, 5.060173590405789e-21, 3.0761049054755225
 1930000,0, 10000, 0, 0, 0, 1.0052077151404225e-27, 3.1228350225674673
 1940000,0, 10000, 0, 0, 0, 1.7100030530930683e-34, 3.1198929405282945
 1950000,0, 10000, 0, 0, 0, 3.1894297552183943e-41, 3.1310130731097985
 1960000,0, 10000, 0, 0, 0, 5.334176896121168e-48, 3.106350779241615
 1970000,0, 10000, 0, 0, 0, 9.083286200402585e-55, 3.116468726808858
 1980000,0, 10000, 0, 0, 0, 1.842714881520274e-61, 3.122529006703958
 1990000,0, 10000, 0, 0, 0, 2.8590656813872606e-68, 3.1114990741931865
 2000000,0, 10000, 0, 0, 0, 5.708041066058255e-75, 3.098176881114432
 2010000,0, 10000, 0, 0, 0, 9.739388653700409e-82, 3.049295055053985
 2020000,0, 10000, 0, 0, 0, 1.7055859542285242e-88, 3.1010784610754505
 2030000,0, 10000, 0, 0, 0, 3.435952673474776e-95, 3.071783874415011
 2040000,0, 10000, 0, 0, 0, 6.866645729822146e-102, 3.072513158819759
 2050000,0, 10000, 0, 0, 0, 1.3958180490823972e-108, 3.039553665840703
 2060000,0, 10000, 0, 0, 0, 2.6008209441212396e-115, 3.084633767493648
 2070000,0, 10000, 0, 0, 0, 5.156224615464342e-122, 3.0793939715694187
 2080000,0, 10000, 0, 0, 0, 8.850819955702875e-129, 3.0805549474574425
 2090000,0, 10000, 0, 0, 0, 1.534547382127577e-135, 3.08854166350417
 2100000,0, 10000, 0, 0, 0, 2.7692207037646337e-142, 3.0889013822875757
 2110000,0, 10000, 0, 0, 0, 4.6128984630634754e-149, 3.10118923327538
 2120000,0, 10000, 0, 0, 0, 7.902355263714012e-156, 3.1075425831945913
 2130000,0, 10000, 0, 0, 0, 1.434633236804924e-162, 3.1015691599882915
 2140000,0, 10000, 0, 0, 0, 2.881448853762786e-169, 3.095322233213736
 2150000,0, 10000, 0, 0, 0, 1.046963756835568e-05, 3.039758389003288
 2160000,0, 10000, 0, 0, 0, 1.998212053562632e-12, 3.100022928724466
 2170000,0, 10000, 0, 0, 0, 4.198214567601617e-19, 3.0876270869497997
 2180000,0, 10000, 0, 0, 0, 8.602504209831615e-26, 3.101032726160637
 2190000,0, 10000, 0, 0, 0, 1.4900031218154313e-32, 3.076691014542599
 2200000,0, 10000, 0, 0, 0, 2.606721179531253e-39, 3.1022689250891244
 2210000,0, 10000, 0, 0, 0, 4.2775316271020424e-46, 3.1023551320773803
 2220000,0, 10000, 0, 0, 0, 6.511836608923498e-53, 3.0796973606930194
 2230000,0, 10000, 0, 0, 0, 1.1940786976205196e-59, 3.089779910475296
 2240000,0, 10000, 0, 0, 0, 1.9930504837180784e-66, 3.089832067438251
 2250000,0, 10000, 0, 0, 0, 3.762258192286199e-73, 3.094403462365216
 2260000,0, 10000, 0, 0, 0, 6.940409935287845e-80, 3.090990503350309
 2270000,0, 10000, 0, 0, 0, 1.177125207735601e-86, 3.092058490157566
 2280000,0, 10000, 0, 0, 0, 2.453407128331073e-93, 3.0887589843801067
 2290000,0, 10000, 0, 0, 0, 4.0583020336500564e-100, 3.0903630890962477
 2300000,0, 10000, 0, 0, 0, 7.800022845338442e-107, 3.079049441108004
 2310000,0, 10000, 0, 0, 0, 1.3032139955791207e-113, 3.0842556770171403
 2320000,0, 10000, 0, 0, 0, 2.474874056336771e-120, 3.0932465233906186
 2330000,0, 10000, 0, 0, 0, 5.122223017056687e-127, 3.094874920478144
 2340000,0, 10000, 0, 0, 0, 9.973753842826718e-134, 3.0829676366042387
 2350000,0, 10000, 0, 0, 0, 1.681469956572088e-140, 3.0888402887391013
 2360000,0, 10000, 0, 0, 0, 3.052624952796014e-147, 3.088942086355898
 2370000,0, 10000, 0, 0, 0, 4.8708613666324016e-154, 3.088624104811826
 2380000,0, 10000, 0, 0, 0, 8.772310849853875e-161, 3.0896095453592687
 2390000,0, 10000, 0, 0, 0, 1.5209355423820266e-167, 3.0905457268755145
 2400000,0, 10000, 0, 0, 0, 2.9232254964022823e-174, 3.082793867264372
 2410000,0, 10000, 0, 0, 0, 5.573624836267303e-181, 3.0754875533764507
 2420000,0, 10000, 0, 0, 0, 9.548175385935824e-188, 3.078639006959435
 2430000,0, 10000, 0, 0, 0, 1.8872882082169967e-194, 3.0713575109037157
 2440000,0, 10000, 0, 0, 0, 3.6674936026760036e-201, 3.073562340772888
 2450000,0, 10000, 0, 0, 0, 6.365033196285292e-208, 3.0771450945104575
 2460000,0, 10000, 0, 0, 0, 1.114660437506798e-214, 3.0682645236488515
 2470000,0, 10000, 0, 0, 0, 2.0317252221555353e-221, 3.0690886259911396
 2480000,0, 10000, 0, 0, 0, 3.71813713860971e-228, 3.0662030203583144
 2490000,0, 10000, 0, 0, 0, 5.705737190986988e-235, 3.045941625703415
 2500000,0, 10000, 0, 0, 0, 9.942168496084077e-242, 3.05250384602296
 2510000,0, 10000, 0, 0, 0, 1.71344766794847e-248, 3.042674321727591
 2520000,0, 10000, 0, 0, 0, 3.1013561872435913e-255, 3.066136763662067
 2530000,0, 10000, 0, 0, 0, 4.983397715716499e-262, 3.0741957189250244
 2540000,0, 10000, 0, 0, 0, 8.063823857384365e-269, 3.073824265460383
 2550000,0, 10000, 0, 0, 0, 1.7423300189625758e-275, 3.0695246059645545
 2560000,0, 10000, 0, 0, 0, 3.2627561888551923e-282, 3.0474228955376406
 2570000,0, 10000, 0, 0, 0, 5.284873760182535e-289, 3.0390928028207442
 2580000,0, 10000, 0, 0, 0, 9.827594718253326e-296, 3.030498743808195
 2590000,0, 10000, 0, 0, 0, 1.595020456805018e-302, 3.039888763660797
 2600000,0, 10000, 0, 0, 0, 2.77930118500841e-309, 3.048367573666828
 2610000,0, 10000, 0, 0, 0, 4.50179385e-316, 3.0574241582614547
 2620000,0, 10000, 0, 0, 0, 2.465e-321, 3.0591563026643893
 2630000,0, 10000, 0, 0, 0, 2.465e-321, 3.0615638697834546
 2640000,0, 10000, 0, 0, 0, 2.465e-321, 3.0604220089499035
 2650000,0, 10000, 0, 0, 0, 2.465e-321, 3.059892119702833
 2660000,0, 10000, 0, 0, 0, 2.465e-321, 3.062505875475158
 2670000,0, 10000, 0, 0, 0, 2.465e-321, 3.063626852509518
 2680000,0, 10000, 0, 0, 0, 2.465e-321, 3.061653078786318
 2690000,0, 10000, 0, 0, 0, 2.465e-321, 3.0567583817482364
 2700000,0, 10000, 0, 0, 0, 2.465e-321, 3.0455707264777185
 2710000,0, 10000, 0, 0, 0, 2.465e-321, 3.0404072231809796
 2720000,0, 10000, 0, 0, 0, 2.465e-321, 3.0454246728494607
 2730000,0, 10000, 0, 0, 0, 2.465e-321, 3.0452781219777996
 2740000,0, 10000, 0, 0, 0, 2.465e-321, 3.0300624504045963
 2750000,0, 10000, 0, 0, 0, 2.465e-321, 3.036888242870371
 2760000,0, 10000, 0, 0, 0, 2.465e-321, 3.0217101219214673
 2770000,0, 10000, 0, 0, 0, 2.465e-321, 3.035383043078007
 2780000,0, 10000, 0, 0, 0, 2.465e-321, 3.017396526141229
 2790000,0, 10000, 0, 0, 0, 2.465e-321, 3.021172927552092
 2800000,0, 10000, 0, 0, 0, 2.465e-321, 3.0265864324365808
 2810000,0, 10000, 0, 0, 0, 2.465e-321, 3.029821532943061
 2820000,0, 10000, 0, 0, 0, 2.465e-321, 3.027130581194824
 2830000,0, 10000, 0, 0, 0, 2.465e-321, 3.0294514795750977
 2840000,0, 10000, 0, 0, 0, 2.465e-321, 3.0271437165986037
 2850000,0, 10000, 0, 0, 0, 2.465e-321, 3.029294052057867
 2860000,0, 10000, 0, 0, 0, 2.465e-321, 3.0196653880417568
 2870000,0, 10000, 0, 0, 0, 2.465e-321, 3.024156060079114
 2880000,0, 10000, 0, 0, 0, 2.465e-321, 3.020637011294682
 2890000,0, 10000, 0, 0, 0, 2.465e-321, 3.018628493371515
 2900000,0, 10000, 0, 0, 0, 2.465e-321, 3.024813040541144
 2910000,0, 10000, 0, 0, 0, 2.465e-321, 3.021778654012145
 2920000,0, 10000, 0, 0, 0, 2.465e-321, 3.02769820739234
 2930000,0, 9999, 1, 0, 0, 2.465e-321, 3.030156888079443
 2940000,0, 10000, 0, 0, 0, 2.465e-321, 3.0258653931078165
 2950000,0, 10000, 0, 0, 0, 2.465e-321, 3.0167317775564104
 2960000,0, 10000, 0, 0, 0, 2.465e-321, 3.0243070925815503
 2970000,0, 10000, 0, 0, 0, 2.465e-321, 3.028891002544358
 2980000,0, 10000, 0, 0, 0, 2.465e-321, 3.0285189251906623
 2990000,0, 10000, 0, 0, 0, 2.465e-321, 3.0251703844152242
 3000000,0, 10000, 0, 0, 0, 2.465e-321, 3.0148409504020592
 3010000,0, 10000, 0, 0, 0, 2.465e-321, 3.017363384077015
 3020000,0, 10000, 0, 0, 0, 2.465e-321, 3.0157354519239443
 3030000,0, 10000, 0, 0, 0, 2.465e-321, 3.0227149297604536
 3040000,0, 10000, 0, 0, 0, 2.465e-321, 3.025095964734226
 3050000,0, 10000, 0, 0, 0, 2.465e-321, 3.0274101002435168
 3060000,0, 10000, 0, 0, 0, 2.465e-321, 3.027995874109967
 3070000,0, 10000, 0, 0, 0, 2.465e-321, 3.0309914770860016
 3080000,0, 10000, 0, 0, 0, 2.465e-321, 3.0312356575092374
 3090000,0, 10000, 0, 0, 0, 2.465e-321, 3.030827353436092
 3100000,0, 10000, 0, 0, 0, 2.465e-321, 3.032493743018505
 3110000,0, 10000, 0, 0, 0, 2.465e-321, 3.023229536357237
 3120000,0, 10000, 0, 0, 0, 2.465e-321, 3.027993396660373
 3130000,0, 10000, 0, 0, 0, 2.465e-321, 3.0247052168571487
 3140000,0, 10000, 0, 0, 0, 2.465e-321, 3.0209728539878244
 3150000,0, 10000, 0, 0, 0, 2.465e-321, 3.0230332044864867
 3160000,0, 10000, 0, 0, 0, 2.465e-321, 3.020674752506355
 3170000,0, 10000, 0, 0, 0, 2.465e-321, 3.0126262607689265
 3180000,0, 10000, 0, 0, 0, 2.465e-321, 3.0126735075140796
 3190000,0, 10000, 0, 0, 0, 2.465e-321, 2.985305890836191
 3200000,0, 10000, 0, 0, 0, 1.9240345169677494e-08, 2.925898243374163
 3210000,0, 10000, 0, 0, 0, 3.119588900073465e-15, 2.9217413191069834
 3220000,0, 10000, 0, 0, 0, 5.824357630975881e-22, 2.9587719530782493
 3230000,0, 10000, 0, 0, 0, 1.070154576628826e-28, 2.962832463584168
 3240000,0, 10000, 0, 0, 0, 1.3826009401336173e-35, 2.8596269963012424
 3250000,0, 10000, 0, 0, 0, 2.0384625481755286e-42, 3.005594553622133
 3260000,0, 10000, 0, 0, 0, 3.298513156299241e-49, 2.9584438430457274
 3270000,0, 10000, 0, 0, 0, 5.805407284354011e-56, 3.0111044002276466
 3280000,0, 10000, 0, 0, 0, 9.034460391458409e-63, 2.9880329134488077
 3290000,0, 10000, 0, 0, 0, 1.3643832832342343e-69, 3.0049243905190584
 3300000,0, 10000, 0, 0, 0, 2.5422486986590272e-76, 2.98154742929403
 3310000,0, 10000, 0, 0, 0, 3.901255496482524e-83, 3.0040809479746913
 3320000,0, 9999, 1, 0, 0, 6.0711913107147555e-90, 3.006866972863315
 3330000,0, 10000, 0, 0, 0, 1.1188604764482341e-96, 2.9980719068483737
 3340000,0, 10000, 0, 0, 0, 1.8749916098881158e-103, 3.0030157814999114
 3350000,0, 10000, 0, 0, 0, 3.574989277264834e-110, 2.9872071697607447
 3360000,0, 10000, 0, 0, 0, 7.165982562709385e-117, 2.9964689488696026
 3370000,0, 10000, 0, 0, 0, 1.4610445235132054e-123, 2.998703396089137
 3380000,0, 10000, 0, 0, 0, 2.996803208738425e-130, 2.9952919983315724
 3390000,0, 10000, 0, 0, 0, 4.387554574958488e-137, 2.99879341230668
 3400000,0, 10000, 0, 0, 0, 7.973360148609203e-144, 2.9896209915121075
 3410000,0, 10000, 0, 0, 0, 1.3509659610145448e-150, 2.994773793742357
 3420000,0, 10000, 0, 0, 0, 2.7188387890502897e-157, 3.000689350026468
 3430000,0, 10000, 0, 0, 0, 4.501867534795716e-164, 2.982614354848089
 3440000,0, 10000, 0, 0, 0, 7.627737474728732e-171, 2.992864534754396
 3450000,0, 10000, 0, 0, 0, 1.4241194077517899e-177, 2.993226488242474
 3460000,0, 10000, 0, 0, 0, 2.488967899360616e-184, 2.99085371512264
 3470000,0, 10000, 0, 0, 0, 3.916232341889361e-191, 2.9915118594270975
 3480000,0, 10000, 0, 0, 0, 8.170524265950558e-198, 2.9984729654406808
