episode,stage,miss,agari,draw,tenpai,average_value,average_entropy
 3490000,0, 10000, 0, 0, 0, 1.3353973982874998e-204, 3.001607712669732
 3500000,0, 10000, 0, 0, 0, 2.1869565313243112e-211, 3.000493101809953
 3510000,0, 10000, 0, 0, 0, 4.014247248331127e-218, 2.9999564554996523
 3520000,0, 10000, 0, 0, 0, 7.623273233956592e-225, 2.9938979466993145
 3530000,0, 10000, 0, 0, 0, 1.437597375900973e-231, 2.9842154042538045
 3540000,0, 10000, 0, 0, 0, 2.2105108695783907e-238, 2.9855937065816005
 3550000,0, 10000, 0, 0, 0, 4.422060038726514e-245, 2.978451031812222
 3560000,0, 10000, 0, 0, 0, 7.041868815331173e-252, 2.976013841440378
 3570000,0, 10000, 0, 0, 0, 1.2593736187917806e-258, 2.966878563157261
 3580000,0, 10000, 0, 0, 0, 1.8109134154948487e-265, 2.971937252877423
 3590000,0, 10000, 0, 0, 0, 3.425287318640822e-272, 2.9707202828160475
 3600000,0, 10000, 0, 0, 0, 6.306153087201105e-279, 2.962984822991158
 3610000,0, 10000, 0, 0, 0, 9.022669408764943e-286, 2.9634080796004216
 3620000,0, 10000, 0, 0, 0, 1.501470689354899e-292, 2.969940650434436
 3630000,0, 10000, 0, 0, 0, 2.5111417639018416e-299, 2.971430821148228
 3640000,0, 10000, 0, 0, 0, 4.567984193778494e-306, 2.9672602868229143
 3650000,0, 10000, 0, 0, 0, 8.40992446673e-313, 2.961227427402005
 3660000,0, 10000, 0, 0, 0, 1.4787e-319, 2.9537071744868904
 3670000,0, 10000, 0, 0, 0, 2.465e-321, 2.9597854306531763
 3680000,0, 10000, 0, 0, 0, 2.465e-321, 2.8883528275977755
 3690000,0, 10000, 0, 0, 0, 2.465e-321, 2.948356906441192
 3700000,0, 10000, 0, 0, 0, 2.465e-321, 2.8895062788643635
 3710000,0, 10000, 0, 0, 0, 2.465e-321, 2.9151385420721287
 3720000,0, 10000, 0, 0, 0, 2.465e-321, 2.9270364193477794
 3730000,0, 10000, 0, 0, 0, 2.465e-321, 2.940456271134928
 3740000,0, 9999, 1, 0, 0, 2.465e-321, 2.972949950857016
 3750000,0, 10000, 0, 0, 0, 2.465e-321, 2.9784555138602977
 3760000,0, 10000, 0, 0, 0, 2.465e-321, 2.985027902305029
 3770000,0, 10000, 0, 0, 0, 2.465e-321, 2.9870210553900947
 3780000,0, 10000, 0, 0, 0, 2.465e-321, 2.985285345458862
 3790000,0, 10000, 0, 0, 0, 2.465e-321, 2.9858088778328242
 3800000,0, 10000, 0, 0, 0, 2.465e-321, 2.9842740635753375
 3810000,0, 10000, 0, 0, 0, 2.465e-321, 2.9740204228008955
 3820000,0, 10000, 0, 0, 0, 2.465e-321, 2.972912991335431
 3830000,0, 10000, 0, 0, 0, 2.465e-321, 2.9691997953974076
 3840000,0, 10000, 0, 0, 0, 2.465e-321, 2.9646485312435615
 3850000,0, 10000, 0, 0, 0, 2.465e-321, 2.9703022950245863
 3860000,0, 10000, 0, 0, 0, 2.465e-321, 2.9666193190446024
 3870000,0, 10000, 0, 0, 0, 2.465e-321, 2.9544483910808084
 3880000,0, 10000, 0, 0, 0, 2.465e-321, 2.956623566380418
 3890000,0, 10000, 0, 0, 0, 2.465e-321, 2.9370209559680545
 3900000,0, 10000, 0, 0, 0, 2.465e-321, 2.9619997458381047
 3910000,0, 9999, 1, 0, 0, 2.465e-321, 2.9625778299084145
 3920000,0, 10000, 0, 0, 0, 2.465e-321, 2.958022147271324
 3930000,0, 10000, 0, 0, 0, 2.465e-321, 2.97049379579553
 3940000,0, 10000, 0, 0, 0, 2.465e-321, 2.959111884472544
 3950000,0, 10000, 0, 0, 0, 2.465e-321, 2.956237324425729
 3960000,0, 10000, 0, 0, 0, 2.465e-321, 2.9595321327529556
 3970000,0, 10000, 0, 0, 0, 2.465e-321, 2.9471187651736828
 3980000,0, 10000, 0, 0, 0, 2.465e-321, 2.941848313865973
 3990000,0, 10000, 0, 0, 0, 2.465e-321, 2.9240113282314972
 4000000,0, 10000, 0, 0, 0, 2.465e-321, 2.9314134401023595
 4010000,0, 10000, 0, 0, 0, 2.465e-321, 2.9158258814132365
 4020000,0, 10000, 0, 0, 0, 2.465e-321, 2.849142220322564
 4030000,0, 10000, 0, 0, 0, 2.465e-321, 2.531745422984224
 4040000,0, 10000, 0, 0, 0, 2.465e-321, 2.8725916769125854
 4050000,0, 10000, 0, 0, 0, 2.465e-321, 2.891969480855289
 4060000,0, 10000, 0, 0, 0, 2.465e-321, 2.861075259828477
 4070000,0, 10000, 0, 0, 0, 2.465e-321, 2.8375885486722323
 4080000,0, 10000, 0, 0, 0, 2.465e-321, 2.8329065507398314
 4090000,0, 10000, 0, 0, 0, 2.465e-321, 2.8603058271895865
 4100000,0, 10000, 0, 0, 0, 2.465e-321, 2.8550607579182925
 4110000,0, 10000, 0, 0, 0, 2.465e-321, 2.921410677165859
 4120000,0, 10000, 0, 0, 0, 2.465e-321, 2.9391978566730077
 4130000,0, 10000, 0, 0, 0, 2.465e-321, 2.9176673783346447
 4140000,0, 10000, 0, 0, 0, 2.465e-321, 2.931391720708596
 4150000,0, 10000, 0, 0, 0, 2.465e-321, 2.86598059526513
 4160000,0, 10000, 0, 0, 0, 2.465e-321, 2.8548968468943667
 4170000,0, 10000, 0, 0, 0, 2.465e-321, 2.8814765003785916
 4180000,0, 10000, 0, 0, 0, 2.465e-321, 2.9151766582392766
 4190000,0, 10000, 0, 0, 0, 2.465e-321, 2.9029372240979305
 4200000,0, 10000, 0, 0, 0, 2.465e-321, 2.917489158955638
 4210000,0, 10000, 0, 0, 0, 2.465e-321, 2.90903525875407
 4220000,0, 10000, 0, 0, 0, 2.465e-321, 2.8927884929189434
 4230000,0, 10000, 0, 0, 0, 2.465e-321, 2.881343928528528
 4240000,0, 10000, 0, 0, 0, 2.465e-321, 2.8960095660243756
 4250000,0, 10000, 0, 0, 0, 2.465e-321, 2.8770021713003824
 4260000,0, 10000, 0, 0, 0, 2.465e-321, 2.897335601927809
 4270000,0, 10000, 0, 0, 0, 2.465e-321, 2.8878617903536545
 4280000,0, 10000, 0, 0, 0, 2.465e-321, 2.916218819718916
 4290000,0, 10000, 0, 0, 0, 2.465e-321, 2.9279805537378962
 4300000,0, 10000, 0, 0, 0, 2.465e-321, 2.915973020241192
 4310000,0, 10000, 0, 0, 0, 2.465e-321, 2.917264778468446
 4320000,0, 10000, 0, 0, 0, 2.465e-321, 2.9287387831204095
 4330000,0, 10000, 0, 0, 0, 2.465e-321, 2.9135979448022304
 4340000,0, 10000, 0, 0, 0, 2.465e-321, 2.9148580356482223
 4350000,0, 10000, 0, 0, 0, 2.465e-321, 2.904376569179939
 4360000,0, 10000, 0, 0, 0, 2.465e-321, 2.8998862891643964
 4370000,0, 9999, 1, 0, 0, 2.465e-321, 2.902383634358342
 4380000,0, 10000, 0, 0, 0, 2.465e-321, 2.9046629934552537
 4390000,0, 10000, 0, 0, 0, 2.465e-321, 2.9097577845430624
 4400000,0, 10000, 0, 0, 0, 2.465e-321, 2.9006895270877964
 4410000,0, 10000, 0, 0, 0, 2.465e-321, 2.9092955038221913
 4420000,0, 10000, 0, 0, 0, 2.465e-321, 2.912750927668895
 4430000,0, 10000, 0, 0, 0, 2.465e-321, 2.912240413507312
 4440000,0, 10000, 0, 0, 0, 2.465e-321, 2.9192239391372277
 4450000,0, 10000, 0, 0, 0, 2.465e-321, 2.9162500948059704
 4460000,0, 10000, 0, 0, 0, 2.465e-321, 2.9173924734605836
 4470000,0, 10000, 0, 0, 0, 2.465e-321, 2.9099319090763416
 4480000,0, 10000, 0, 0, 0, 2.465e-321, 2.9055036664597345
 4490000,0, 10000, 0, 0, 0, 2.465e-321, 2.909999824764593
 4500000,0, 10000, 0, 0, 0, 2.465e-321, 2.9059083856650454
 4510000,0, 10000, 0, 0, 0, 2.465e-321, 2.905652312896988
 4520000,0, 10000, 0, 0, 0, 2.465e-321, 2.909497664731786
 4530000,0, 10000, 0, 0, 0, 2.465e-321, 2.904311910889869
 4540000,0, 10000, 0, 0, 0, 2.465e-321, 2.8798026287458542
 4550000,0, 10000, 0, 0, 0, 2.465e-321, 2.8913882183221618
 4560000,0, 10000, 0, 0, 0, 2.465e-321, 2.8972296601400727
 4570000,0, 10000, 0, 0, 0, 2.465e-321, 2.9050048364052143
 4580000,0, 10000, 0, 0, 0, 2.465e-321, 2.906018439962322
 4590000,0, 10000, 0, 0, 0, 2.465e-321, 2.904044560966549
 4600000,0, 10000, 0, 0, 0, 2.465e-321, 2.913217644838645
 4610000,0, 10000, 0, 0, 0, 2.465e-321, 2.9108718369516775
 4620000,0, 10000, 0, 0, 0, 2.465e-321, 2.9044449803373182
 4630000,0, 10000, 0, 0, 0, 2.465e-321, 2.9043126229379634
 4640000,0, 10000, 0, 0, 0, 2.465e-321, 2.9033579973646733
 4650000,0, 10000, 0, 0, 0, 2.465e-321, 2.8992797987793644
 4660000,0, 10000, 0, 0, 0, 2.465e-321, 2.902881217854604
 4670000,0, 10000, 0, 0, 0, 2.465e-321, 2.902455718852346
 4680000,0, 10000, 0, 0, 0, 2.465e-321, 2.898787049144185
 4690000,0, 10000, 0, 0, 0, 2.465e-321, 2.8947775325887575
 4700000,0, 10000, 0, 0, 0, 2.465e-321, 2.89613238444319
 4710000,0, 10000, 0, 0, 0, 2.465e-321, 2.894234687846898
 4720000,0, 10000, 0, 0, 0, 2.465e-321, 2.891891575773674
 4730000,0, 10000, 0, 0, 0, 2.465e-321, 2.886377370941798
 4740000,0, 10000, 0, 0, 0, 2.465e-321, 2.8821357282167557
 4750000,0, 10000, 0, 0, 0, 2.465e-321, 2.8902328862718614
 4760000,0, 10000, 0, 0, 0, 2.465e-321, 2.88976208154687
 4770000,0, 10000, 0, 0, 0, 2.465e-321, 2.886007641137073
 4780000,0, 10000, 0, 0, 0, 2.465e-321, 2.8824691461693983
